t,y,ypb,r,u
221.88,7.162181,7.170862,0.35,4
221.98,7.165437,7.162181,0.35,4
222.08,7.166522,7.165437,0.35,4
222.18,7.169777,7.166522,0.35,4
222.279,7.162905,7.169777,0.35,4
222.38,7.160011,7.162905,0.35,4
222.48,7.170139,7.160011,0.35,4
222.58,7.178096,7.170139,0.35,4
222.68,7.174118,7.178096,0.35,4
222.78,7.16399,7.174118,0.35,4
222.88,7.168692,7.16399,0.35,4
222.98,7.157841,7.168692,0.35,4
223.08,7.17267,7.157841,0.35,4
223.18,7.169054,7.17267,0.35,4
223.28,7.161458,7.169054,0.35,4
223.38,7.15748,7.161458,0.35,4
223.48,7.163629,7.15748,0.35,4
223.58,7.169777,7.163629,0.35,4
223.68,7.169054,7.169777,0.35,4
223.78,7.167969,7.169054,0.35,4
223.88,7.16182,7.167969,0.35,4
223.98,7.160011,7.16182,0.35,4
224.08,7.173394,7.160011,0.35,4
224.18,7.17267,7.173394,0.35,4
224.28,7.167607,7.17267,0.35,4
224.38,7.165799,7.167607,0.35,4
224.48,7.157118,7.165799,0.35,4
224.58,7.171224,7.157118,0.35,4
224.68,7.161458,7.171224,0.35,4
224.78,7.16833,7.161458,0.35,4
224.88,7.171224,7.16833,0.35,4
224.979,7.16833,7.171224,0.35,4
225.08,7.162181,7.16833,0.35,4
225.18,7.16833,7.162181,0.35,4
225.28,7.153863,7.16833,0.35,4
225.38,7.148799,7.153863,0.35,4
225.481,7.155671,7.148799,0.35,4
225.58,7.162905,7.155671,0.35,4
225.681,7.168692,7.162905,0.35,4
225.781,7.16182,7.168692,0.35,4
225.878,7.152778,7.16182,0.35,4
225.98,7.156756,7.152778,0.35,4
226.08,7.160011,7.156756,0.35,4
226.181,7.158203,7.160011,0.35,4
226.28,7.160373,7.158203,0.35,4
226.38,7.156756,7.160373,0.35,4
226.48,7.148799,7.156756,0.35,4
226.58,7.156394,7.148799,0.35,4
226.68,7.156394,7.156394,0.35,4
226.78,7.153501,7.156394,0.35,4
226.88,7.144097,7.153501,0.35,4
226.98,7.146991,7.144097,0.35,4
227.081,7.153863,7.146991,0.35,4
227.18,7.14048,7.153863,0.35,4
227.28,7.143373,7.14048,0.35,4
227.38,7.142289,7.143373,0.35,4
227.48,7.147714,7.142289,0.35,4
227.58,7.157118,7.147714,0.35,4
227.68,7.152054,7.157118,0.35,4
227.78,7.152416,7.152054,0.35,4
227.88,7.14265,7.152416,0.35,4
227.98,7.146991,7.14265,0.35,4
228.08,7.157118,7.146991,0.35,4
228.181,7.167969,7.157118,0.35,4
228.28,7.156033,7.167969,0.35,4
228.38,7.158926,7.156033,0.35,4
228.48,7.154224,7.158926,0.35,4
228.58,7.158203,7.154224,0.35,4
228.68,7.147714,7.158203,0.35,4
228.781,7.153139,7.147714,0.35,4
228.88,7.16616,7.153139,0.35,4
228.98,7.173756,7.16616,0.35,4
229.08,7.158565,7.173756,0.35,4
229.18,7.152778,7.158565,0.35,4
229.28,7.166522,7.152778,0.35,4
229.38,7.160373,7.166522,0.35,4
229.48,7.15748,7.160373,0.35,4
229.58,7.155671,7.15748,0.35,4
229.68,7.168692,7.155671,0.35,4
229.78,7.16833,7.168692,0.35,4
229.88,7.160011,7.16833,0.35,4
229.98,7.164352,7.160011,0.35,4
230.08,7.171224,7.164352,0.35,4
230.18,7.158926,7.171224,0.35,4
230.28,7.163267,7.158926,0.35,4
230.381,7.163629,7.163267,0.35,4
230.48,7.15965,7.163629,0.35,4
230.58,7.158926,7.15965,0.35,4
230.68,7.155671,7.158926,0.35,4
230.78,7.150969,7.155671,0.35,4
230.88,7.142289,7.150969,0.35,4
230.98,7.146267,7.142289,0.35,4
231.08,7.148799,7.146267,0.35,4
231.18,7.151331,7.148799,0.35,4
231.28,7.147352,7.151331,0.35,4
231.38,7.157118,7.147352,0.35,4
231.48,7.160011,7.157118,0.35,4
231.58,7.162181,7.160011,0.35,4
231.68,7.158565,7.162181,0.35,4
231.78,7.155671,7.158565,0.35,4
231.88,7.141203,7.155671,0.35,4
231.98,7.155671,7.141203,0.35,4
232.08,7.146991,7.155671,0.35,4
232.18,7.157841,7.146991,0.35,4
232.28,7.15965,7.157841,0.35,4
232.38,7.156394,7.15965,0.35,4
232.48,7.154948,7.156394,0.35,4
232.58,7.148438,7.154948,0.35,4
232.68,7.155671,7.148438,0.35,4
232.78,7.160011,7.155671,0.35,4
232.88,7.160011,7.160011,0.35,4
232.98,7.15965,7.160011,0.35,4
233.08,7.156394,7.15965,0.35,4
233.18,7.157841,7.156394,0.35,4
233.28,7.156033,7.157841,0.35,4
233.38,7.156394,7.156033,0.35,4
233.48,7.149884,7.156394,0.35,4
233.579,7.156394,7.149884,0.35,4
233.68,7.160011,7.156394,0.35,4
233.78,7.158565,7.160011,0.35,4
233.88,7.161097,7.158565,0.35,4
233.98,7.15965,7.161097,0.35,4
234.08,7.154948,7.15965,0.35,4
234.18,7.157118,7.154948,0.35,4
234.28,7.158926,7.157118,0.35,4
234.38,7.157841,7.158926,0.35,4
234.48,7.149884,7.157841,0.35,4
234.58,7.165799,7.149884,0.35,4
234.681,7.161458,7.165799,0.35,4
234.78,7.150246,7.161458,0.35,4
234.88,7.152416,7.150246,0.35,4
234.98,7.154224,7.152416,0.35,4
235.08,7.158926,7.154224,0.35,4
235.18,7.15748,7.158926,0.35,4
235.28,7.148799,7.15748,0.35,4
235.38,7.154224,7.148799,0.35,4
235.48,7.158926,7.154224,0.35,4
235.58,7.166883,7.158926,0.35,4
235.68,7.160011,7.166883,0.35,4
235.78,7.16833,7.160011,0.35,4
235.88,7.15965,7.16833,0.35,4
235.98,7.157841,7.15965,0.35,4
236.08,7.162905,7.157841,0.35,4
236.18,7.161458,7.162905,0.35,4
236.28,7.158926,7.161458,0.35,4
236.38,7.160011,7.158926,0.35,4
236.48,7.15965,7.160011,0.35,4
236.58,7.15965,7.15965,0.35,4
236.68,7.162905,7.15965,0.35,4
236.779,7.165075,7.162905,0.35,4
236.88,7.16616,7.165075,0.35,4
236.981,7.176649,7.16616,0.35,4
237.081,7.171586,7.176649,0.35,4
237.181,7.163267,7.171586,0.35,4
237.28,7.163629,7.163267,0.35,4
237.38,7.163267,7.163629,0.35,4
237.48,7.16833,7.163267,0.35,4
237.58,7.165799,7.16833,0.35,4
237.68,7.160011,7.165799,0.35,4
237.78,7.177011,7.160011,0.35,4
237.881,7.171947,7.177011,0.35,4
237.981,7.168692,7.171947,0.35,4
238.08,7.161458,7.168692,0.35,4
238.181,7.162543,7.161458,0.35,4
238.28,7.158565,7.162543,0.35,4
238.38,7.152416,7.158565,0.35,4
238.478,7.161097,7.152416,0.35,4
238.58,7.169415,7.161097,0.35,4
238.68,7.169777,7.169415,0.35,4
238.78,7.164713,7.169777,0.35,4
238.879,7.159288,7.164713,0.35,4
238.98,7.157118,7.159288,0.35,4
239.08,7.145544,7.157118,0.35,4
239.18,7.153139,7.145544,0.35,4
239.28,7.152054,7.153139,0.35,4
239.38,7.166883,7.152054,0.35,4
239.48,7.167607,7.166883,0.35,4
239.58,7.164713,7.167607,0.35,4
239.68,7.168692,7.164713,0.35,4
239.78,7.156756,7.168692,0.35,4
239.88,7.156756,7.156756,0.35,4
239.98,7.165799,7.156756,0.35,4
240.08,7.161097,7.165799,0.35,4
240.18,7.156033,7.161097,0.35,4
240.28,7.154224,7.156033,0.35,4
240.38,7.165437,7.154224,0.35,4
240.48,7.15965,7.165437,0.35,4
240.579,7.156756,7.15965,0.35,4
240.68,7.16616,7.156756,0.35,4
240.781,7.165799,7.16616,0.35,4
240.88,7.163267,7.165799,0.35,4
240.98,7.158565,7.163267,0.35,4
241.079,7.166522,7.158565,0.35,4
241.18,7.168692,7.166522,0.35,4
241.281,7.177011,7.168692,0.35,4
241.38,7.176288,7.177011,0.35,4
241.48,7.169415,7.176288,0.35,4
241.58,7.150969,7.169415,0.35,4
241.68,7.166522,7.150969,0.35,4
241.78,7.156756,7.166522,0.35,4
241.88,7.155671,7.156756,0.35,4
241.98,7.161097,7.155671,0.35,4
242.08,7.163629,7.161097,0.35,4
242.18,7.160373,7.163629,0.35,4
242.28,7.15965,7.160373,0.35,4
242.38,7.161458,7.15965,0.35,4
242.48,7.166883,7.161458,0.35,4
242.58,7.15965,7.166883,0.35,4
242.68,7.156756,7.15965,0.35,4
242.78,7.164713,7.156756,0.35,4
242.88,7.180628,7.164713,0.35,4
242.98,7.17267,7.180628,0.35,4
243.08,7.162543,7.17267,0.35,4
243.18,7.166522,7.162543,0.35,4
243.28,7.167245,7.166522,0.35,4
243.38,7.173756,7.167245,0.35,4
243.48,7.165437,7.173756,0.35,4
243.58,7.16399,7.165437,0.35,4
243.68,7.157118,7.16399,0.35,4
243.78,7.156756,7.157118,0.35,4
243.88,7.170862,7.156756,0.35,4
243.979,7.163629,7.170862,0.35,4
244.08,7.166522,7.163629,0.35,4
244.18,7.166522,7.166522,0.35,4
244.28,7.17267,7.166522,0.35,4
244.38,7.173394,7.17267,0.35,4
244.48,7.16833,7.173394,0.35,4
244.58,7.171224,7.16833,0.35,4
244.68,7.174841,7.171224,0.35,4
244.78,7.17267,7.174841,0.35,4
244.88,7.167969,7.17267,0.35,4
244.98,7.160011,7.167969,0.35,4
245.08,7.148438,7.160011,0.35,4
245.18,7.153501,7.148438,0.35,4
245.28,7.147352,7.153501,0.35,4
245.38,7.159288,7.147352,0.35,4
245.48,7.174841,7.159288,0.35,4
245.58,7.182075,7.174841,0.35,4
245.68,7.165799,7.182075,0.35,4
245.78,7.159288,7.165799,0.35,4
245.88,7.161458,7.159288,0.35,4
245.98,7.153139,7.161458,0.35,4
246.08,7.15965,7.153139,0.35,4
246.18,7.160373,7.15965,0.35,4
246.28,7.161097,7.160373,0.35,4
246.38,7.175926,7.161097,0.35,4
246.48,7.164713,7.175926,0.35,4
246.58,7.16182,7.164713,0.35,4
246.68,7.163267,7.16182,0.35,4
246.78,7.164352,7.163267,0.35,4
246.88,7.161458,7.164352,0.35,4
246.98,7.175202,7.161458,0.35,4
247.08,7.173394,7.175202,0.35,4
247.18,7.174841,7.173394,0.35,4
247.28,7.174841,7.174841,0.35,4
247.38,7.171224,7.174841,0.35,4
247.479,7.168692,7.171224,0.35,4
247.58,7.158565,7.168692,0.35,4
247.68,7.154948,7.158565,0.35,4
247.78,7.158926,7.154948,0.35,4
247.88,7.16399,7.158926,0.35,4
247.981,7.161458,7.16399,0.35,4
248.08,7.16833,7.161458,0.35,4
248.181,7.165799,7.16833,0.35,4
248.28,7.160373,7.165799,0.35,4
248.38,7.164713,7.160373,0.35,4
248.48,7.162543,7.164713,0.35,4
248.58,7.154224,7.162543,0.35,4
248.68,7.161097,7.154224,0.35,4
248.78,7.15531,7.161097,0.35,4
248.88,7.154224,7.15531,0.35,4
248.981,7.161097,7.154224,0.35,4
249.08,7.162905,7.161097,0.35,4
249.18,7.162543,7.162905,0.35,4
249.281,7.157841,7.162543,0.35,4
249.38,7.165075,7.157841,0.35,4
249.48,7.171586,7.165075,0.35,4
249.58,7.160011,7.171586,0.35,4
249.68,7.162181,7.160011,0.35,4
249.78,7.168692,7.162181,0.35,4
249.88,7.16399,7.168692,0.35,4
249.98,7.163629,7.16399,0.35,4
250.079,7.16833,7.163629,0.35,4
250.18,7.17267,7.16833,0.35,4
250.28,7.158926,7.17267,0.35,4
250.38,7.156033,7.158926,0.35,4
250.48,7.153863,7.156033,0.35,4
250.58,7.163267,7.153863,0.35,4
250.68,7.165799,7.163267,0.35,4
250.781,7.169415,7.165799,0.35,4
250.88,7.167607,7.169415,0.35,4
250.98,7.167245,7.167607,0.35,4
251.08,7.154948,7.167245,0.35,4
251.18,7.160373,7.154948,0.35,4
251.28,7.162181,7.160373,0.35,4
251.38,7.165075,7.162181,0.35,4
251.481,7.158926,7.165075,0.35,4
251.58,7.153139,7.158926,0.35,4
251.68,7.156033,7.153139,0.35,4
251.78,7.169777,7.156033,0.35,4
251.88,7.175564,7.169777,0.35,4
251.98,7.170139,7.175564,0.35,4
252.08,7.150246,7.170139,0.35,4
252.179,7.15965,7.150246,0.35,4
252.28,7.160011,7.15965,0.35,4
252.38,7.172309,7.160011,0.35,4
252.48,7.162905,7.172309,0.35,4
252.58,7.169777,7.162905,0.35,4
252.678,7.157118,7.169777,0.35,4
252.78,7.156033,7.157118,0.35,4
252.88,7.152778,7.156033,0.35,4
252.98,7.141565,7.152778,0.35,4
253.08,7.153139,7.141565,0.35,4
253.18,7.147714,7.153139,0.35,4
253.28,7.152054,7.147714,0.35,4
253.38,7.15748,7.152054,0.35,4
253.48,7.160373,7.15748,0.35,4
253.58,7.152416,7.160373,0.35,4
253.68,7.147714,7.152416,0.35,4
253.78,7.156394,7.147714,0.35,4
253.88,7.165437,7.156394,0.35,4
253.98,7.165799,7.165437,0.35,4
254.08,7.167969,7.165799,0.35,4
254.18,7.159288,7.167969,0.35,4
254.28,7.168692,7.159288,0.35,4
254.381,7.161458,7.168692,0.35,4
254.48,7.164713,7.161458,0.35,4
254.58,7.158565,7.164713,0.35,4
254.68,7.16399,7.158565,0.35,4
254.78,7.174841,7.16399,0.35,4
254.88,7.170862,7.174841,0.35,4
254.98,7.16182,7.170862,0.35,4
255.08,7.171586,7.16182,0.35,4
255.18,7.17267,7.171586,0.35,4
255.28,7.177372,7.17267,0.35,4
255.381,7.172309,7.177372,0.35,4
255.48,7.165075,7.172309,0.35,4
255.58,7.167245,7.165075,0.35,4
255.68,7.167607,7.167245,0.35,4
255.78,7.157118,7.167607,0.35,4
255.881,7.150969,7.157118,0.35,4
255.979,7.155671,7.150969,0.35,4
256.079,7.164352,7.155671,0.35,4
256.18,7.162543,7.164352,0.35,4
256.28,7.15965,7.162543,0.35,4
256.38,7.167607,7.15965,0.35,4
256.48,7.166883,7.167607,0.35,4
256.58,7.157841,7.166883,0.35,4
256.68,7.154224,7.157841,0.35,4
256.778,7.154224,7.154224,0.35,4
256.88,7.154948,7.154224,0.35,4
256.981,7.162905,7.154948,0.35,4
257.08,7.16182,7.162905,0.35,4
257.18,7.16182,7.16182,0.35,4
257.28,7.158926,7.16182,0.35,4
257.38,7.146629,7.158926,0.35,4
257.48,7.142289,7.146629,0.35,4
257.58,7.151331,7.142289,0.35,4
257.68,7.147714,7.151331,0.35,4
257.78,7.157118,7.147714,0.35,4
257.88,7.156033,7.157118,0.35,4
257.98,7.145905,7.156033,0.35,4
258.08,7.163267,7.145905,0.35,4
258.18,7.152054,7.163267,0.35,4
258.28,7.148438,7.152054,0.35,4
258.38,7.146267,7.148438,0.35,4
258.48,7.153139,7.146267,0.35,4
258.58,7.148076,7.153139,0.35,4
258.68,7.153863,7.148076,0.35,4
258.78,7.154586,7.153863,0.35,4
258.878,7.161458,7.154586,0.35,4
258.98,7.167607,7.161458,0.35,4
259.08,7.15965,7.167607,0.35,4
259.18,7.163629,7.15965,0.35,4
259.28,7.158565,7.163629,0.35,4
259.38,7.16399,7.158565,0.35,4
259.48,7.154224,7.16399,0.35,4
259.58,7.147352,7.154224,0.35,4
259.68,7.146991,7.147352,0.35,4
259.78,7.146267,7.146991,0.35,4
259.88,7.152778,7.146267,0.35,4
259.979,7.146629,7.152778,0.35,4
260.08,7.135778,7.146629,0.35,4
260.18,7.148438,7.135778,0.35,4
260.28,7.154948,7.148438,0.35,4
260.38,7.158565,7.154948,0.35,4
260.48,7.156033,7.158565,0.35,4
260.579,7.137949,7.156033,0.35,4
260.68,7.147714,7.137949,0.35,4
260.78,7.13614,7.147714,0.35,4
260.88,7.136502,7.13614,0.35,4
260.981,7.139757,7.136502,0.35,4
261.08,7.14265,7.139757,0.35,4
261.18,7.147714,7.14265,0.35,4
261.28,7.145544,7.147714,0.35,4
261.38,7.153139,7.145544,0.35,4
261.48,7.146991,7.153139,0.35,4
261.58,7.139395,7.146991,0.35,4
261.68,7.129268,7.139395,0.35,4
261.78,7.132523,7.129268,0.35,4
261.88,7.136863,7.132523,0.35,4
261.98,7.13614,7.136863,0.35,4
262.08,7.126374,7.13614,0.35,4
262.179,7.131438,7.126374,0.35,4
262.28,7.139033,7.131438,0.35,4
262.38,7.131438,7.139033,0.35,4
262.48,7.144821,7.131438,0.35,4
262.58,7.13397,7.144821,0.35,4
262.681,7.146267,7.13397,0.35,4
262.781,7.142289,7.146267,0.35,4
262.88,7.132161,7.142289,0.35,4
262.98,7.139395,7.132161,0.35,4
263.08,7.150246,7.139395,0.35,4
263.18,7.134332,7.150246,0.35,4
263.28,7.126736,7.134332,0.35,4
263.38,7.1318,7.126736,0.35,4
263.48,7.135055,7.1318,0.35,4
263.58,7.122034,7.135055,0.35,4
263.68,7.137587,7.122034,0.35,4
263.779,7.142289,7.137587,0.35,4
263.88,7.131076,7.142289,0.35,4
263.98,7.134693,7.131076,0.35,4
264.08,7.134693,7.134693,0.35,4
264.18,7.129991,7.134693,0.35,4
264.28,7.132885,7.129991,0.35,4
264.38,7.127098,7.132885,0.35,4
264.48,7.133246,7.127098,0.35,4
264.578,7.132885,7.133246,0.35,4
264.68,7.130353,7.132885,0.35,4
264.781,7.140119,7.130353,0.35,4
264.88,7.144459,7.140119,0.35,4
264.981,7.127821,7.144459,0.35,4
265.08,7.119502,7.127821,0.35,4
265.18,7.132161,7.119502,0.35,4
265.28,7.13397,7.132161,0.35,4
265.38,7.144821,7.13397,0.35,4
265.48,7.138672,7.144821,0.35,4
265.579,7.145544,7.138672,0.35,4
265.68,7.135417,7.145544,0.35,4
265.78,7.136502,7.135417,0.35,4
265.88,7.135417,7.136502,0.35,4
265.98,7.13397,7.135417,0.35,4
266.08,7.125651,7.13397,0.35,4
266.18,7.129268,7.125651,0.35,4
266.28,7.132523,7.129268,0.35,4
266.38,7.127098,7.132523,0.35,4
266.48,7.120587,7.127098,0.35,4
266.58,7.130353,7.120587,0.35,4
266.68,7.135778,7.130353,0.35,4
266.78,7.132885,7.135778,0.35,4
266.88,7.134693,7.132885,0.35,4
266.98,7.126013,7.134693,0.35,4
267.081,7.122757,7.126013,0.35,4
267.18,7.127821,7.122757,0.35,4
267.28,7.12746,7.127821,0.35,4
267.38,7.129268,7.12746,0.35,4
267.48,7.124566,7.129268,0.35,4
267.58,7.122034,7.124566,0.35,4
267.68,7.123481,7.122034,0.35,4
267.78,7.139033,7.123481,0.35,4
267.88,7.129991,7.139033,0.35,4
267.98,7.123842,7.129991,0.35,4
268.08,7.123481,7.123842,0.35,4
268.18,7.122396,7.123481,0.35,4
268.28,7.124566,7.122396,0.35,4
268.38,7.12963,7.124566,0.35,4
268.48,7.123119,7.12963,0.35,4
268.58,7.124204,7.123119,0.35,4
268.68,7.115162,7.124204,0.35,4
268.78,7.123481,7.115162,0.35,4
268.88,7.126374,7.123481,0.35,4
268.98,7.118779,7.126374,0.35,4
269.08,7.128906,7.118779,0.35,4
269.18,7.128544,7.128906,0.35,4
269.279,7.128544,7.128544,0.35,4
269.38,7.1318,7.128544,0.35,4
269.48,7.122757,7.1318,0.35,4
269.58,7.118055,7.122757,0.35,4
269.68,7.126374,7.118055,0.35,4
269.779,7.124928,7.126374,0.35,4
269.88,7.125289,7.124928,0.35,4
269.98,7.134693,7.125289,0.35,4
270.08,7.126736,7.134693,0.35,4
270.18,7.128906,7.126736,0.35,4
270.28,7.125289,7.128906,0.35,4
270.38,7.12963,7.125289,0.35,4
270.48,7.122396,7.12963,0.35,4
270.58,7.120587,7.122396,0.35,4
270.68,7.123481,7.120587,0.35,4
270.78,7.124928,7.123481,0.35,4
270.88,7.122757,7.124928,0.35,4
270.98,7.122396,7.122757,0.35,4
271.08,7.123842,7.122396,0.35,4
271.18,7.121311,7.123842,0.35,4
271.281,7.115885,7.121311,0.35,4
271.38,7.123842,7.115885,0.35,4
271.48,7.123481,7.123842,0.35,4
271.58,7.128183,7.123481,0.35,4
271.68,7.13831,7.128183,0.35,4
271.78,7.12963,7.13831,0.35,4
271.88,7.13614,7.12963,0.35,4
271.98,7.139033,7.13614,0.35,4
272.08,7.136863,7.139033,0.35,4
272.18,7.126736,7.136863,0.35,4
272.28,7.126013,7.126736,0.35,4
272.38,7.127821,7.126013,0.35,4
272.481,7.137587,7.127821,0.35,4
272.58,7.148799,7.137587,0.35,4
272.68,7.146629,7.148799,0.35,4
272.78,7.147352,7.146629,0.35,4
272.88,7.141565,7.147352,0.35,4
272.98,7.134332,7.141565,0.35,4
273.08,7.142289,7.134332,0.35,4
273.18,7.148076,7.142289,0.35,4
273.28,7.13831,7.148076,0.35,4
273.381,7.139033,7.13831,0.35,4
273.48,7.137949,7.139033,0.35,4
273.58,7.147714,7.137949,0.35,4
273.68,7.140119,7.147714,0.35,4
273.78,7.125651,7.140119,0.35,4
273.88,7.132523,7.125651,0.35,4
273.981,7.139395,7.132523,0.35,4
274.08,7.133608,7.139395,0.35,4
274.18,7.144097,7.133608,0.35,4
274.28,7.147714,7.144097,0.35,4
274.38,7.147352,7.147714,0.35,4
274.48,7.132885,7.147352,0.35,4
274.58,7.14048,7.132885,0.35,4
274.68,7.145182,7.14048,0.35,4
274.781,7.139033,7.145182,0.35,4
274.881,7.13397,7.139033,0.35,4
274.98,7.129991,7.13397,0.35,4
275.08,7.123842,7.129991,0.35,4
275.18,7.125289,7.123842,0.35,4
275.28,7.127821,7.125289,0.35,4
275.38,7.124204,7.127821,0.35,4
275.48,7.123842,7.124204,0.35,4
275.58,7.126013,7.123842,0.35,4
275.68,7.128183,7.126013,0.35,4
275.78,7.132161,7.128183,0.35,4
275.878,7.129268,7.132161,0.35,4
275.98,7.129268,7.129268,0.35,4
276.08,7.135055,7.129268,0.35,4
276.18,7.127821,7.135055,0.35,4
276.28,7.129268,7.127821,0.35,4
276.38,7.133608,7.129268,0.35,4
276.48,7.141203,7.133608,0.35,4
276.58,7.145182,7.141203,0.35,4
276.68,7.135055,7.145182,0.35,4
276.781,7.148076,7.135055,0.35,4
276.877,7.146629,7.148076,0.35,4
276.981,7.134332,7.146629,0.35,4
277.08,7.138672,7.134332,0.35,4
277.18,7.130353,7.138672,0.35,4
277.28,7.1318,7.130353,0.35,4
277.378,7.126374,7.1318,0.35,4
277.48,7.133608,7.126374,0.35,4
277.58,7.130353,7.133608,0.35,4
277.68,7.131076,7.130353,0.35,4
277.78,7.132885,7.131076,0.35,4
277.879,7.129991,7.132885,0.35,4
277.98,7.13831,7.129991,0.35,4
278.08,7.139395,7.13831,0.35,4
278.18,7.134693,7.139395,0.35,4
278.281,7.134332,7.134693,0.35,4
278.38,7.136502,7.134332,0.35,4
278.48,7.139757,7.136502,0.35,4
278.581,7.144097,7.139757,0.35,4
278.68,7.144821,7.144097,0.35,4
278.78,7.145182,7.144821,0.35,4
278.88,7.143373,7.145182,0.35,4
278.98,7.139757,7.143373,0.35,4
279.079,7.14265,7.139757,0.35,4
279.18,7.141203,7.14265,0.35,4
279.28,7.146267,7.141203,0.35,4
279.38,7.148438,7.146267,0.35,4
279.48,7.145544,7.148438,0.35,4
279.581,7.144821,7.145544,0.35,4
279.68,7.144459,7.144821,0.35,4
279.78,7.143373,7.144459,0.35,4
279.88,7.143735,7.143373,0.35,4
279.98,7.14265,7.143735,0.35,4
280.08,7.141927,7.14265,0.35,4
280.18,7.148799,7.141927,0.35,4
280.28,7.153139,7.148799,0.35,4
280.38,7.152054,7.153139,0.35,4
280.48,7.143373,7.152054,0.35,4
280.58,7.137949,7.143373,0.35,4
280.68,7.152778,7.137949,0.35,4
280.78,7.153501,7.152778,0.35,4
280.88,7.152778,7.153501,0.35,4
280.98,7.144097,7.152778,0.35,4
281.081,7.144821,7.144097,0.35,4
281.18,7.148799,7.144821,0.35,4
281.28,7.13614,7.148799,0.35,4
281.38,7.151692,7.13614,0.35,4
281.48,7.144821,7.151692,0.35,4
281.58,7.144821,7.144821,0.35,4
281.68,7.162181,7.144821,0.35,4
281.78,7.150246,7.162181,0.35,4
281.88,7.143373,7.150246,0.35,4
281.98,7.153139,7.143373,0.35,4
282.08,7.156033,7.153139,0.35,4
282.181,7.155671,7.156033,0.35,4
282.28,7.144097,7.155671,0.35,4
282.38,7.143735,7.144097,0.35,4
282.48,7.143012,7.143735,0.35,4
282.579,7.148076,7.143012,0.35,4
282.68,7.147714,7.148076,0.35,4
282.78,7.146991,7.147714,0.35,4
282.88,7.145544,7.146991,0.35,4
282.98,7.13831,7.145544,0.35,4
283.079,7.147714,7.13831,0.35,4
283.181,7.143735,7.147714,0.35,4
283.28,7.146629,7.143735,0.35,4
283.38,7.149161,7.146629,0.35,4
283.48,7.145905,7.149161,0.35,4
283.579,7.141203,7.145905,0.35,4
283.68,7.143012,7.141203,0.35,4
283.78,7.146629,7.143012,0.35,4
283.88,7.143373,7.146629,0.35,4
283.98,7.143012,7.143373,0.35,4
284.08,7.157118,7.143012,0.35,4
284.18,7.150969,7.157118,0.35,4
284.28,7.144459,7.150969,0.35,4
284.38,7.153139,7.144459,0.35,4
284.48,7.148076,7.153139,0.35,4
284.58,7.145182,7.148076,0.35,4
284.68,7.143735,7.145182,0.35,4
284.78,7.141203,7.143735,0.35,4
284.88,7.145905,7.141203,0.35,4
284.98,7.146267,7.145905,0.35,4
285.08,7.146991,7.146267,0.35,4
285.179,7.135055,7.146991,0.35,4
285.28,7.148438,7.135055,0.35,4
285.38,7.150246,7.148438,0.35,4
285.48,7.136502,7.150246,0.35,4
285.58,7.136502,7.136502,0.35,4
285.68,7.146629,7.136502,0.35,4
285.781,7.149884,7.146629,0.35,4
285.88,7.157841,7.149884,0.35,4
285.98,7.157118,7.157841,0.35,4
286.08,7.162181,7.157118,0.35,4
286.18,7.146629,7.162181,0.35,4
286.28,7.144459,7.146629,0.35,4
286.38,7.148438,7.144459,0.35,4
286.48,7.158565,7.148438,0.35,4
286.58,7.152778,7.158565,0.35,4
286.681,7.146629,7.152778,0.35,4
286.78,7.154948,7.146629,0.35,4
286.88,7.152778,7.154948,0.35,4
286.98,7.164352,7.152778,0.35,4
287.08,7.157841,7.164352,0.35,4
287.18,7.141203,7.157841,0.35,4
287.28,7.142289,7.141203,0.35,4
287.38,7.148799,7.142289,0.35,4
287.48,7.146267,7.148799,0.35,4
287.58,7.135417,7.146267,0.35,4
287.68,7.141203,7.135417,0.35,4
287.78,7.141203,7.141203,0.35,4
287.88,7.148799,7.141203,0.35,4
287.98,7.148438,7.148799,0.35,4
288.08,7.152054,7.148438,0.35,4
288.18,7.154948,7.152054,0.35,4
288.28,7.154586,7.154948,0.35,4
288.38,7.154224,7.154586,0.35,4
288.48,7.152778,7.154224,0.35,4
288.58,7.153501,7.152778,0.35,4
288.68,7.15965,7.153501,0.35,4
288.78,7.155671,7.15965,0.35,4
288.881,7.148438,7.155671,0.35,4
288.98,7.15531,7.148438,0.35,4
289.08,7.154224,7.15531,0.35,4
289.18,7.147352,7.154224,0.35,4
289.28,7.148438,7.147352,0.35,4
289.38,7.143373,7.148438,0.35,4
289.48,7.143012,7.143373,0.35,4
289.58,7.150969,7.143012,0.35,4
289.68,7.158926,7.150969,0.35,4
289.78,7.160373,7.158926,0.35,4
289.88,7.163629,7.160373,0.35,4
289.98,7.159288,7.163629,0.35,4
290.08,7.159288,7.159288,0.35,4
290.18,7.149161,7.159288,0.35,4
290.28,7.144821,7.149161,0.35,4
290.38,7.147352,7.144821,0.35,4
290.479,7.148438,7.147352,0.35,4
290.58,7.157118,7.148438,0.35,4
290.68,7.140119,7.157118,0.35,4
290.78,7.148799,7.140119,0.35,4
290.88,7.148076,7.148799,0.35,4
290.981,7.144097,7.148076,0.35,4
291.08,7.166883,7.144097,0.35,4
291.18,7.167245,7.166883,0.35,4
291.28,7.15965,7.167245,0.35,4
291.38,7.15965,7.15965,0.35,4
291.48,7.166522,7.15965,0.35,4
291.58,7.164352,7.166522,0.35,4
291.68,7.160373,7.164352,0.35,4
