t,y,ypb,r,u
346.38,7.152416,7.143373,0.35,4
346.48,7.148076,7.152416,0.35,4
346.58,7.143735,7.148076,0.35,4
346.68,7.13614,7.143735,0.35,4
346.78,7.152778,7.13614,0.35,4
346.88,7.148438,7.152778,0.35,4
346.978,7.154586,7.148438,0.35,4
347.081,7.158926,7.154586,0.35,4
347.18,7.156033,7.158926,0.35,4
347.28,7.145544,7.156033,0.35,4
347.38,7.144821,7.145544,0.35,4
347.478,7.145905,7.144821,0.35,4
347.58,7.145544,7.145905,0.35,4
347.68,7.141565,7.145544,0.35,4
347.78,7.146991,7.141565,0.35,4
347.88,7.146629,7.146991,0.35,4
347.979,7.137587,7.146629,0.35,4
348.08,7.137225,7.137587,0.35,4
348.18,7.146991,7.137225,0.35,4
348.28,7.141565,7.146991,0.35,4
348.38,7.150969,7.141565,0.35,4
348.48,7.14048,7.150969,0.35,4
348.58,7.134332,7.14048,0.35,4
348.679,7.144097,7.134332,0.35,4
348.78,7.141565,7.144097,0.35,4
348.88,7.128906,7.141565,0.35,4
348.981,7.130353,7.128906,0.35,4
349.08,7.139757,7.130353,0.35,4
349.18,7.143373,7.139757,0.35,4
349.28,7.136863,7.143373,0.35,4
349.38,7.127098,7.136863,0.35,4
349.48,7.133246,7.127098,0.35,4
349.58,7.132523,7.133246,0.35,4
349.68,7.131076,7.132523,0.35,4
349.78,7.13614,7.131076,0.35,4
349.88,7.146629,7.13614,0.35,4
349.98,7.142289,7.146629,0.35,4
350.08,7.141565,7.142289,0.35,4
350.18,7.135417,7.141565,0.35,4
350.28,7.135417,7.135417,0.35,4
350.38,7.128183,7.135417,0.35,4
350.48,7.144821,7.128183,0.35,4
350.58,7.141565,7.144821,0.35,4
350.681,7.134332,7.141565,0.35,4
350.78,7.12963,7.134332,0.35,4
350.88,7.13614,7.12963,0.35,4
350.98,7.129991,7.13614,0.35,4
351.08,7.124204,7.129991,0.35,4
351.18,7.125289,7.124204,0.35,4
351.28,7.126374,7.125289,0.35,4
351.38,7.126374,7.126374,0.35,4
351.48,7.116247,7.126374,0.35,4
351.58,7.125651,7.116247,0.35,4
351.68,7.119502,7.125651,0.35,4
351.78,7.113715,7.119502,0.35,4
351.88,7.118417,7.113715,0.35,4
351.98,7.119141,7.118417,0.35,4
352.08,7.109375,7.119141,0.35,4
352.18,7.124566,7.109375,0.35,4
352.28,7.121311,7.124566,0.35,4
352.379,7.120225,7.121311,0.35,4
352.481,7.110098,7.120225,0.35,4
352.58,7.123119,7.110098,0.35,4
352.68,7.136863,7.123119,0.35,4
352.78,7.128183,7.136863,0.35,4
352.88,7.124928,7.128183,0.35,4
352.98,7.120587,7.124928,0.35,4
353.08,7.127098,7.120587,0.35,4
353.18,7.126013,7.127098,0.35,4
353.28,7.11046,7.126013,0.35,4
353.38,7.123119,7.11046,0.35,4
353.48,7.118055,7.123119,0.35,4
353.581,7.122757,7.118055,0.35,4
353.68,7.128183,7.122757,0.35,4
353.779,7.12746,7.128183,0.35,4
353.88,7.121672,7.12746,0.35,4
353.981,7.101779,7.121672,0.35,4
354.08,7.1148,7.101779,0.35,4
354.18,7.122396,7.1148,0.35,4
354.28,7.111545,7.122396,0.35,4
354.38,7.122757,7.111545,0.35,4
354.48,7.127821,7.122757,0.35,4
354.58,7.120587,7.127821,0.35,4
354.68,7.10829,7.120587,0.35,4
354.78,7.103588,7.10829,0.35,4
354.88,7.103226,7.103588,0.35,4
354.98,7.115162,7.103226,0.35,4
355.08,7.108652,7.115162,0.35,4
355.18,7.113353,7.108652,0.35,4
355.28,7.105396,7.113353,0.35,4
355.38,7.117332,7.105396,0.35,4
355.48,7.118417,7.117332,0.35,4
355.58,7.120225,7.118417,0.35,4
355.68,7.115885,7.120225,0.35,4
355.78,7.099971,7.115885,0.35,4
355.88,7.110098,7.099971,0.35,4
355.98,7.111907,7.110098,0.35,4
356.08,7.109736,7.111907,0.35,4
356.18,7.107205,7.109736,0.35,4
356.28,7.11263,7.107205,0.35,4
356.38,7.114439,7.11263,0.35,4
356.481,7.107928,7.114439,0.35,4
356.58,7.109736,7.107928,0.35,4
356.68,7.128906,7.109736,0.35,4
356.78,7.120225,7.128906,0.35,4
356.88,7.1148,7.120225,0.35,4
356.98,7.116609,7.1148,0.35,4
357.08,7.110098,7.116609,0.35,4
357.18,7.098886,7.110098,0.35,4
357.28,7.112992,7.098886,0.35,4
357.38,7.112268,7.112992,0.35,4
357.48,7.115885,7.112268,0.35,4
357.58,7.125289,7.115885,0.35,4
357.68,7.127821,7.125289,0.35,4
357.78,7.116247,7.127821,0.35,4
357.88,7.114077,7.116247,0.35,4
357.98,7.123842,7.114077,0.35,4
358.08,7.129268,7.123842,0.35,4
358.18,7.113353,7.129268,0.35,4
358.28,7.1148,7.113353,0.35,4
358.38,7.122034,7.1148,0.35,4
358.48,7.105035,7.122034,0.35,4
358.58,7.109375,7.105035,0.35,4
358.68,7.120225,7.109375,0.35,4
358.781,7.117332,7.120225,0.35,4
358.88,7.125651,7.117332,0.35,4
358.98,7.103226,7.125651,0.35,4
359.08,7.112992,7.103226,0.35,4
359.18,7.120225,7.112992,0.35,4
359.28,7.110098,7.120225,0.35,4
359.38,7.116247,7.110098,0.35,4
359.48,7.124204,7.116247,0.35,4
359.58,7.118055,7.124204,0.35,4
359.681,7.12746,7.118055,0.35,4
359.78,7.123119,7.12746,0.35,4
359.88,7.128906,7.123119,0.35,4
359.98,7.116971,7.128906,0.35,4
360.08,7.123481,7.116971,0.35,4
360.18,7.119502,7.123481,0.35,4
360.28,7.124204,7.119502,0.35,4
360.38,7.117332,7.124204,0.35,4
360.48,7.126736,7.117332,0.35,4
360.579,7.120587,7.126736,0.35,4
360.68,7.124204,7.120587,0.35,4
360.78,7.123842,7.124204,0.35,4
360.88,7.127098,7.123842,0.35,4
360.98,7.119141,7.127098,0.35,4
361.08,7.120225,7.119141,0.35,4
361.18,7.127821,7.120225,0.35,4
361.28,7.113353,7.127821,0.35,4
361.38,7.115162,7.113353,0.35,4
361.48,7.123481,7.115162,0.35,4
361.58,7.118417,7.123481,0.35,4
361.68,7.107928,7.118417,0.35,4
361.78,7.122034,7.107928,0.35,4
361.88,7.132523,7.122034,0.35,4
361.981,7.11263,7.132523,0.35,4
362.08,7.115885,7.11263,0.35,4
362.18,7.128906,7.115885,0.35,4
362.28,7.126374,7.128906,0.35,4
362.38,7.128544,7.126374,0.35,4
362.479,7.119141,7.128544,0.35,4
362.58,7.111907,7.119141,0.35,4
362.68,7.112992,7.111907,0.35,4
362.78,7.119864,7.112992,0.35,4
362.88,7.112992,7.119864,0.35,4
362.98,7.122396,7.112992,0.35,4
363.079,7.124928,7.122396,0.35,4
363.18,7.10612,7.124928,0.35,4
363.28,7.1148,7.10612,0.35,4
363.38,7.101779,7.1148,0.35,4
363.48,7.102864,7.101779,0.35,4
363.58,7.109375,7.102864,0.35,4
363.68,7.109375,7.109375,0.35,4
363.78,7.109013,7.109375,0.35,4
363.88,7.114439,7.109013,0.35,4
363.98,7.113715,7.114439,0.35,4
364.08,7.109013,7.113715,0.35,4
364.18,7.113353,7.109013,0.35,4
364.28,7.109013,7.113353,0.35,4
364.38,7.106482,7.109013,0.35,4
364.48,7.123481,7.106482,0.35,4
364.58,7.126013,7.123481,0.35,4
364.679,7.121311,7.126013,0.35,4
364.78,7.118055,7.121311,0.35,4
364.88,7.123481,7.118055,0.35,4
364.981,7.115162,7.123481,0.35,4
365.08,7.11263,7.115162,0.35,4
365.18,7.116971,7.11263,0.35,4
365.28,7.123119,7.116971,0.35,4
365.38,7.121672,7.123119,0.35,4
365.48,7.116971,7.121672,0.35,4
365.58,7.115885,7.116971,0.35,4
365.68,7.115162,7.115885,0.35,4
365.779,7.121672,7.115162,0.35,4
365.88,7.114439,7.121672,0.35,4
365.98,7.120587,7.114439,0.35,4
366.08,7.110822,7.120587,0.35,4
366.18,7.121311,7.110822,0.35,4
366.28,7.118417,7.121311,0.35,4
366.381,7.126013,7.118417,0.35,4
366.48,7.122757,7.126013,0.35,4
366.58,7.116609,7.122757,0.35,4
366.68,7.114077,7.116609,0.35,4
366.78,7.10829,7.114077,0.35,4
366.879,7.108652,7.10829,0.35,4
366.98,7.118417,7.108652,0.35,4
367.08,7.125289,7.118417,0.35,4
367.18,7.122034,7.125289,0.35,4
367.28,7.114439,7.122034,0.35,4
367.38,7.110822,7.114439,0.35,4
367.481,7.115885,7.110822,0.35,4
367.58,7.118779,7.115885,0.35,4
367.68,7.102864,7.118779,0.35,4
367.78,7.106843,7.102864,0.35,4
367.881,7.1148,7.106843,0.35,4
367.98,7.121672,7.1148,0.35,4
368.08,7.108652,7.121672,0.35,4
368.18,7.117694,7.108652,0.35,4
368.28,7.10829,7.117694,0.35,4
368.38,7.11046,7.10829,0.35,4
368.48,7.114439,7.11046,0.35,4
368.58,7.118779,7.114439,0.35,4
368.68,7.109375,7.118779,0.35,4
368.781,7.114439,7.109375,0.35,4
368.88,7.117694,7.114439,0.35,4
368.979,7.114077,7.117694,0.35,4
369.08,7.106843,7.114077,0.35,4
369.18,7.122396,7.106843,0.35,4
369.28,7.117332,7.122396,0.35,4
369.38,7.107205,7.117332,0.35,4
369.479,7.108652,7.107205,0.35,4
369.58,7.109013,7.108652,0.35,4
369.681,7.109375,7.109013,0.35,4
369.78,7.101418,7.109375,0.35,4
369.88,7.10395,7.101418,0.35,4
369.979,7.112268,7.10395,0.35,4
370.08,7.125651,7.112268,0.35,4
370.18,7.122757,7.125651,0.35,4
370.28,7.105758,7.122757,0.35,4
370.38,7.104673,7.105758,0.35,4
370.48,7.108652,7.104673,0.35,4
370.58,7.111907,7.108652,0.35,4
370.68,7.119502,7.111907,0.35,4
370.78,7.112268,7.119502,0.35,4
370.88,7.105758,7.112268,0.35,4
370.98,7.112268,7.105758,0.35,4
371.08,7.11046,7.112268,0.35,4
371.18,7.121311,7.11046,0.35,4
371.28,7.114439,7.121311,0.35,4
371.38,7.109013,7.114439,0.35,4
371.479,7.119502,7.109013,0.35,4
371.58,7.110822,7.119502,0.35,4
371.68,7.109013,7.110822,0.35,4
371.781,7.113715,7.109013,0.35,4
371.88,7.121311,7.113715,0.35,4
371.98,7.117694,7.121311,0.35,4
372.08,7.128544,7.117694,0.35,4
372.18,7.124566,7.128544,0.35,4
372.281,7.119502,7.124566,0.35,4
372.38,7.116971,7.119502,0.35,4
372.481,7.1148,7.116971,0.35,4
372.58,7.114077,7.1148,0.35,4
372.68,7.110822,7.114077,0.35,4
372.78,7.118779,7.110822,0.35,4
372.88,7.113353,7.118779,0.35,4
372.98,7.123481,7.113353,0.35,4
373.08,7.118417,7.123481,0.35,4
373.179,7.119141,7.118417,0.35,4
373.28,7.126736,7.119141,0.35,4
373.38,7.115524,7.126736,0.35,4
373.48,7.128183,7.115524,0.35,4
373.58,7.114077,7.128183,0.35,4
373.68,7.110098,7.114077,0.35,4
373.78,7.122034,7.110098,0.35,4
373.88,7.109013,7.122034,0.35,4
373.981,7.118055,7.109013,0.35,4
374.08,7.118055,7.118055,0.35,4
374.179,7.127821,7.118055,0.35,4
374.28,7.123481,7.127821,0.35,4
374.38,7.131076,7.123481,0.35,4
374.48,7.122757,7.131076,0.35,4
374.58,7.13831,7.122757,0.35,4
374.68,7.145182,7.13831,0.35,4
374.779,7.13831,7.145182,0.35,4
374.88,7.142289,7.13831,0.35,4
374.98,7.139757,7.142289,0.35,4
375.08,7.143735,7.139757,0.35,4
375.18,7.134693,7.143735,0.35,4
375.28,7.134332,7.134693,0.35,4
375.38,7.145182,7.134332,0.35,4
375.48,7.143012,7.145182,0.35,4
375.58,7.134693,7.143012,0.35,4
375.681,7.129991,7.134693,0.35,4
375.78,7.145544,7.129991,0.35,4
375.88,7.148076,7.145544,0.35,4
375.98,7.148799,7.148076,0.35,4
376.08,7.157841,7.148799,0.35,4
376.18,7.146267,7.157841,0.35,4
376.28,7.146267,7.146267,0.35,4
376.381,7.143735,7.146267,0.35,4
376.48,7.144821,7.143735,0.35,4
376.58,7.142289,7.144821,0.35,4
376.68,7.145182,7.142289,0.35,4
376.78,7.150246,7.145182,0.35,4
376.88,7.147714,7.150246,0.35,4
376.98,7.147714,7.147714,0.35,4
377.08,7.146629,7.147714,0.35,4
377.18,7.141565,7.146629,0.35,4
377.28,7.142289,7.141565,0.35,4
377.38,7.13831,7.142289,0.35,4
377.48,7.145544,7.13831,0.35,4
377.58,7.145544,7.145544,0.35,4
377.68,7.140119,7.145544,0.35,4
377.781,7.150969,7.140119,0.35,4
377.881,7.144459,7.150969,0.35,4
377.98,7.143373,7.144459,0.35,4
378.08,7.145905,7.143373,0.35,4
378.18,7.150246,7.145905,0.35,4
378.28,7.137949,7.150246,0.35,4
378.38,7.144459,7.137949,0.35,4
378.48,7.142289,7.144459,0.35,4
378.58,7.154948,7.142289,0.35,4
378.68,7.136863,7.154948,0.35,4
378.78,7.134693,7.136863,0.35,4
378.88,7.14048,7.134693,0.35,4
378.98,7.146267,7.14048,0.35,4
379.08,7.13614,7.146267,0.35,4
379.18,7.135417,7.13614,0.35,4
379.28,7.152054,7.135417,0.35,4
379.38,7.147352,7.152054,0.35,4
379.481,7.136502,7.147352,0.35,4
379.581,7.135778,7.136502,0.35,4
379.68,7.143735,7.135778,0.35,4
379.78,7.129268,7.143735,0.35,4
379.88,7.130353,7.129268,0.35,4
379.98,7.127098,7.130353,0.35,4
380.08,7.12746,7.127098,0.35,4
380.177,7.126013,7.12746,0.35,4
380.28,7.1318,7.126013,0.35,4
380.38,7.136863,7.1318,0.35,4
380.48,7.140119,7.136863,0.35,4
380.58,7.140119,7.140119,0.35,4
380.68,7.132523,7.140119,0.35,4
380.78,7.141565,7.132523,0.35,4
380.88,7.122757,7.141565,0.35,4
380.981,7.137587,7.122757,0.35,4
381.08,7.143735,7.137587,0.35,4
381.18,7.136502,7.143735,0.35,4
381.28,7.132885,7.136502,0.35,4
381.381,7.135778,7.132885,0.35,4
381.481,7.137587,7.135778,0.35,4
381.58,7.146991,7.137587,0.35,4
381.68,7.149161,7.146991,0.35,4
381.78,7.144821,7.149161,0.35,4
381.88,7.134693,7.144821,0.35,4
381.98,7.135417,7.134693,0.35,4
382.08,7.1318,7.135417,0.35,4
382.18,7.132523,7.1318,0.35,4
382.28,7.127821,7.132523,0.35,4
382.381,7.123119,7.127821,0.35,4
382.48,7.128183,7.123119,0.35,4
382.58,7.12963,7.128183,0.35,4
382.68,7.134332,7.12963,0.35,4
382.78,7.128906,7.134332,0.35,4
382.881,7.12746,7.128906,0.35,4
382.98,7.126374,7.12746,0.35,4
383.08,7.128544,7.126374,0.35,4
383.18,7.125289,7.128544,0.35,4
383.28,7.119864,7.125289,0.35,4
383.38,7.124566,7.119864,0.35,4
383.48,7.117694,7.124566,0.35,4
383.58,7.120587,7.117694,0.35,4
383.68,7.121311,7.120587,0.35,4
383.78,7.126374,7.121311,0.35,4
383.88,7.132523,7.126374,0.35,4
383.98,7.128906,7.132523,0.35,4
384.08,7.126013,7.128906,0.35,4
384.18,7.125651,7.126013,0.35,4
384.28,7.121311,7.125651,0.35,4
384.38,7.132523,7.121311,0.35,4
384.48,7.133608,7.132523,0.35,4
384.58,7.1318,7.133608,0.35,4
384.68,7.128906,7.1318,0.35,4
384.78,7.126013,7.128906,0.35,4
384.881,7.119141,7.126013,0.35,4
384.98,7.133246,7.119141,0.35,4
385.08,7.125289,7.133246,0.35,4
385.18,7.125289,7.125289,0.35,4
385.28,7.119502,7.125289,0.35,4
385.381,7.13397,7.119502,0.35,4
385.48,7.122396,7.13397,0.35,4
385.58,7.100333,7.122396,0.35,4
385.68,7.11263,7.100333,0.35,4
385.78,7.119141,7.11263,0.35,4
385.88,7.124204,7.119141,0.35,4
385.98,7.126013,7.124204,0.35,4
386.08,7.121672,7.126013,0.35,4
386.18,7.125289,7.121672,0.35,4
386.28,7.126013,7.125289,0.35,4
386.38,7.114077,7.126013,0.35,4
386.48,7.117694,7.114077,0.35,4
386.579,7.114439,7.117694,0.35,4
386.68,7.122396,7.114439,0.35,4
386.78,7.128906,7.122396,0.35,4
386.88,7.11263,7.128906,0.35,4
386.98,7.110098,7.11263,0.35,4
387.081,7.122757,7.110098,0.35,4
387.18,7.123842,7.122757,0.35,4
387.28,7.114077,7.123842,0.35,4
387.38,7.123481,7.114077,0.35,4
387.48,7.12746,7.123481,0.35,4
387.58,7.118417,7.12746,0.35,4
387.679,7.118417,7.118417,0.35,4
387.78,7.109013,7.118417,0.35,4
387.88,7.109736,7.109013,0.35,4
387.98,7.116247,7.109736,0.35,4
388.08,7.118417,7.116247,0.35,4
388.18,7.126374,7.118417,0.35,4
388.28,7.123842,7.126374,0.35,4
388.381,7.120225,7.123842,0.35,4
388.48,7.122757,7.120225,0.35,4
388.58,7.116247,7.122757,0.35,4
388.68,7.102503,7.116247,0.35,4
388.78,7.115162,7.102503,0.35,4
388.88,7.122034,7.115162,0.35,4
388.98,7.12746,7.122034,0.35,4
389.081,7.129268,7.12746,0.35,4
389.18,7.122757,7.129268,0.35,4
389.28,7.115162,7.122757,0.35,4
389.38,7.124566,7.115162,0.35,4
389.48,7.119502,7.124566,0.35,4
389.58,7.117332,7.119502,0.35,4
389.68,7.123119,7.117332,0.35,4
389.78,7.124928,7.123119,0.35,4
389.88,7.120587,7.124928,0.35,4
389.98,7.12746,7.120587,0.35,4
390.08,7.1318,7.12746,0.35,4
390.18,7.132161,7.1318,0.35,4
390.28,7.122034,7.132161,0.35,4
390.381,7.116609,7.122034,0.35,4
390.48,7.106843,7.116609,0.35,4
390.58,7.113715,7.106843,0.35,4
390.68,7.112268,7.113715,0.35,4
390.78,7.11046,7.112268,0.35,4
390.88,7.122034,7.11046,0.35,4
390.98,7.117694,7.122034,0.35,4
391.08,7.1148,7.117694,0.35,4
391.18,7.1148,7.1148,0.35,4
391.28,7.110822,7.1148,0.35,4
391.381,7.107928,7.110822,0.35,4
391.48,7.119141,7.107928,0.35,4
391.58,7.125289,7.119141,0.35,4
391.68,7.126374,7.125289,0.35,4
391.78,7.111545,7.126374,0.35,4
391.88,7.110822,7.111545,0.35,4
391.98,7.112992,7.110822,0.35,4
392.08,7.102141,7.112992,0.35,4
392.18,7.103226,7.102141,0.35,4
392.28,7.113353,7.103226,0.35,4
392.38,7.105758,7.113353,0.35,4
392.48,7.110098,7.105758,0.35,4
392.58,7.114439,7.110098,0.35,4
392.68,7.120587,7.114439,0.35,4
392.78,7.123481,7.120587,0.35,4
392.88,7.11263,7.123481,0.35,4
392.98,7.102141,7.11263,0.35,4
393.08,7.103226,7.102141,0.35,4
393.18,7.10395,7.103226,0.35,4
393.28,7.102503,7.10395,0.35,4
393.38,7.109013,7.102503,0.35,4
393.48,7.115524,7.109013,0.35,4
393.58,7.108652,7.115524,0.35,4
393.68,7.102141,7.108652,0.35,4
393.78,7.109375,7.102141,0.35,4
393.88,7.099971,7.109375,0.35,4
393.981,7.098524,7.099971,0.35,4
394.08,7.094545,7.098524,0.35,4
394.18,7.1148,7.094545,0.35,4
394.28,7.112268,7.1148,0.35,4
394.38,7.1148,7.112268,0.35,4
394.481,7.105758,7.1148,0.35,4
394.58,7.112992,7.105758,0.35,4
394.681,7.117694,7.112992,0.35,4
394.78,7.109013,7.117694,0.35,4
394.879,7.113353,7.109013,0.35,4
394.981,7.109736,7.113353,0.35,4
395.081,7.110822,7.109736,0.35,4
395.18,7.102503,7.110822,0.35,4
395.28,7.113715,7.102503,0.35,4
395.379,7.11046,7.113715,0.35,4
395.481,7.111545,7.11046,0.35,4
395.58,7.107205,7.111545,0.35,4
395.68,7.108652,7.107205,0.35,4
395.78,7.102141,7.108652,0.35,4
395.879,7.115162,7.102141,0.35,4
395.981,7.123119,7.115162,0.35,4
396.08,7.109013,7.123119,0.35,4
396.18,7.116247,7.109013,0.35,4
396.28,7.110098,7.116247,0.35,4
396.379,7.123119,7.110098,0.35,4
396.48,7.116609,7.123119,0.35,4
396.58,7.109013,7.116609,0.35,4
396.68,7.105758,7.109013,0.35,4
396.781,7.116247,7.105758,0.35,4
396.88,7.114439,7.116247,0.35,4
396.98,7.10829,7.114439,0.35,4
397.08,7.110822,7.10829,0.35,4
397.18,7.120587,7.110822,0.35,4
397.281,7.123842,7.120587,0.35,4
397.38,7.122757,7.123842,0.35,4
397.479,7.1148,7.122757,0.35,4
397.58,7.110822,7.1148,0.35,4
397.68,7.101418,7.110822,0.35,4
397.78,7.118055,7.101418,0.35,4
397.88,7.117332,7.118055,0.35,4
397.98,7.107928,7.117332,0.35,4
398.08,7.116971,7.107928,0.35,4
398.178,7.122757,7.116971,0.35,4
398.28,7.110822,7.122757,0.35,4
398.38,7.111545,7.110822,0.35,4
398.48,7.113715,7.111545,0.35,4
398.58,7.119141,7.113715,0.35,4
398.678,7.122757,7.119141,0.35,4
398.78,7.124928,7.122757,0.35,4
398.88,7.119141,7.124928,0.35,4
398.98,7.106482,7.119141,0.35,4
399.08,7.100694,7.106482,0.35,4
399.18,7.115885,7.100694,0.35,4
399.281,7.113715,7.115885,0.35,4
399.379,7.114439,7.113715,0.35,4
399.481,7.114439,7.114439,0.35,4
399.58,7.113715,7.114439,0.35,4
399.68,7.113715,7.113715,0.35,4
399.779,7.114077,7.113715,0.35,4
399.88,7.112268,7.114077,0.35,4
399.98,7.110098,7.112268,0.35,4
400.081,7.100694,7.110098,0.35,4
400.18,7.109736,7.100694,0.35,4
400.279,7.098524,7.109736,0.35,4
400.38,7.116971,7.098524,0.35,4
400.48,7.125651,7.116971,0.35,4
400.58,7.12746,7.125651,0.35,4
400.68,7.126013,7.12746,0.35,4
400.78,7.114439,7.126013,0.35,4
400.88,7.107566,7.114439,0.35,4
400.98,7.102503,7.107566,0.35,4
401.08,7.110822,7.102503,0.35,4
401.18,7.105396,7.110822,0.35,4
401.28,7.116971,7.105396,0.35,4
401.379,7.113715,7.116971,0.35,4
401.48,7.109736,7.113715,0.35,4
401.58,7.098524,7.109736,0.35,4
401.68,7.116247,7.098524,0.35,4
401.78,7.12746,7.116247,0.35,4
401.879,7.114439,7.12746,0.35,4
401.98,7.115162,7.114439,0.35,4
402.08,7.112268,7.115162,0.35,4
402.18,7.110822,7.112268,0.35,4
402.28,7.111545,7.110822,0.35,4
402.38,7.109013,7.111545,0.35,4
402.48,7.109736,7.109013,0.35,4
402.58,7.113353,7.109736,0.35,4
402.68,7.115524,7.113353,0.35,4
402.781,7.117694,7.115524,0.35,4
402.88,7.122757,7.117694,0.35,4
402.979,7.120587,7.122757,0.35,4
403.08,7.118779,7.120587,0.35,4
403.18,7.11263,7.118779,0.35,4
403.28,7.109736,7.11263,0.35,4
403.38,7.116971,7.109736,0.35,4
403.48,7.116247,7.116971,0.35,4
403.58,7.122034,7.116247,0.35,4
403.68,7.124566,7.122034,0.35,4
403.781,7.105758,7.124566,0.35,4
403.88,7.102141,7.105758,0.35,4
403.98,7.097801,7.102141,0.35,4
404.08,7.104311,7.097801,0.35,4
404.179,7.117332,7.104311,0.35,4
404.28,7.112268,7.117332,0.35,4
404.38,7.120225,7.112268,0.35,4
404.48,7.1148,7.120225,0.35,4
404.58,7.120587,7.1148,0.35,4
404.68,7.119141,7.120587,0.35,4
404.78,7.114439,7.119141,0.35,4
404.88,7.109736,7.114439,0.35,4
404.98,7.094545,7.109736,0.35,4
405.08,7.096716,7.094545,0.35,4
405.18,7.110822,7.096716,0.35,4
405.281,7.10829,7.110822,0.35,4
405.381,7.117694,7.10829,0.35,4
405.48,7.115885,7.117694,0.35,4
405.58,7.094184,7.115885,0.35,4
405.68,7.109375,7.094184,0.35,4
405.78,7.118417,7.109375,0.35,4
405.88,7.106843,7.118417,0.35,4
405.98,7.098163,7.106843,0.35,4
406.08,7.115885,7.098163,0.35,4
406.18,7.123119,7.115885,0.35,4
406.28,7.113715,7.123119,0.35,4
406.38,7.122757,7.113715,0.35,4
406.48,7.122757,7.122757,0.35,4
406.58,7.119502,7.122757,0.35,4
406.68,7.122757,7.119502,0.35,4
406.78,7.119864,7.122757,0.35,4
406.881,7.10395,7.119864,0.35,4
406.98,7.120587,7.10395,0.35,4
407.08,7.116971,7.120587,0.35,4
407.18,7.116609,7.116971,0.35,4
407.28,7.10395,7.116609,0.35,4
407.38,7.105758,7.10395,0.35,4
407.48,7.102864,7.105758,0.35,4
407.58,7.116247,7.102864,0.35,4
407.68,7.118779,7.116247,0.35,4
407.78,7.11263,7.118779,0.35,4
407.88,7.123119,7.11263,0.35,4
407.98,7.113715,7.123119,0.35,4
408.08,7.119141,7.113715,0.35,4
408.179,7.115524,7.119141,0.35,4
408.28,7.113353,7.115524,0.35,4
408.38,7.112268,7.113353,0.35,4
408.48,7.108652,7.112268,0.35,4
408.581,7.105396,7.108652,0.35,4
408.68,7.114439,7.105396,0.35,4
408.78,7.111907,7.114439,0.35,4
408.88,7.109736,7.111907,0.35,4
408.98,7.094184,7.109736,0.35,4
409.08,7.096354,7.094184,0.35,4
409.18,7.095993,7.096354,0.35,4
409.281,7.099971,7.095993,0.35,4
409.38,7.103226,7.099971,0.35,4
409.48,7.112992,7.103226,0.35,4
409.58,7.110098,7.112992,0.35,4
409.68,7.108652,7.110098,0.35,4
409.78,7.116247,7.108652,0.35,4
409.88,7.112992,7.116247,0.35,4
409.981,7.109375,7.112992,0.35,4
410.08,7.112992,7.109375,0.35,4
410.18,7.114077,7.112992,0.35,4
410.28,7.113353,7.114077,0.35,4
410.381,7.111907,7.113353,0.35,4
410.48,7.10612,7.111907,0.35,4
410.58,7.102864,7.10612,0.35,4
410.68,7.105035,7.102864,0.35,4
410.778,7.109375,7.105035,0.35,4
410.88,7.102141,7.109375,0.35,4
410.98,7.094545,7.102141,0.35,4
411.08,7.095993,7.094545,0.35,4
411.18,7.112992,7.095993,0.35,4
411.28,7.111907,7.112992,0.35,4
411.38,7.113715,7.111907,0.35,4
411.48,7.110822,7.113715,0.35,4
411.58,7.1148,7.110822,0.35,4
411.681,7.111907,7.1148,0.35,4
411.78,7.115162,7.111907,0.35,4
411.88,7.110822,7.115162,0.35,4
411.98,7.10612,7.110822,0.35,4
412.08,7.114077,7.10612,0.35,4
412.18,7.114077,7.114077,0.35,4
412.28,7.104673,7.114077,0.35,4
412.38,7.098524,7.104673,0.35,4
412.481,7.102864,7.098524,0.35,4
412.58,7.105035,7.102864,0.35,4
412.68,7.115162,7.105035,0.35,4
412.78,7.116609,7.115162,0.35,4
412.88,7.115524,7.116609,0.35,4
412.98,7.1148,7.115524,0.35,4
413.08,7.110822,7.1148,0.35,4
413.18,7.113715,7.110822,0.35,4
413.279,7.105035,7.113715,0.35,4
413.38,7.101418,7.105035,0.35,4
413.481,7.107928,7.101418,0.35,4
413.58,7.117332,7.107928,0.35,4
413.68,7.117332,7.117332,0.35,4
413.779,7.116971,7.117332,0.35,4
413.88,7.125289,7.116971,0.35,4
413.98,7.115162,7.125289,0.35,4
414.08,7.113353,7.115162,0.35,4
414.18,7.113353,7.113353,0.35,4
414.279,7.1148,7.113353,0.35,4
414.38,7.102503,7.1148,0.35,4
414.48,7.115524,7.102503,0.35,4
414.58,7.123481,7.115524,0.35,4
414.68,7.118417,7.123481,0.35,4
414.781,7.124928,7.118417,0.35,4
414.88,7.124928,7.124928,0.35,4
414.98,7.123119,7.124928,0.35,4
415.08,7.123119,7.123119,0.35,4
415.181,7.115524,7.123119,0.35,4
415.28,7.121311,7.115524,0.35,4
415.38,7.115162,7.121311,0.35,4
415.48,7.124204,7.115162,0.35,4
415.58,7.12746,7.124204,0.35,4
415.68,7.124204,7.12746,0.35,4
415.779,7.119864,7.124204,0.35,4
415.88,7.112268,7.119864,0.35,4
415.98,7.113715,7.112268,0.35,4
416.08,7.117332,7.113715,0.35,4
416.18,7.125289,7.117332,0.35,4
