t,r,snimac1,ym,spir,theta1,theta2,theta3,ypb,Ts,vent
16.500280,0.128147,6.188346,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
16.600280,0.128906,6.168780,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
16.700279,0.129665,6.178564,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
16.800279,0.130423,6.168780,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
16.900279,0.131181,6.207912,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
17.000284,0.131939,6.207912,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
17.100284,0.132696,6.188346,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
17.200288,0.133453,6.188346,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
17.300291,0.134210,6.198129,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
17.400295,0.134966,6.207912,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
17.500299,0.135722,6.217695,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
17.600299,0.136478,6.217695,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
17.700300,0.137234,6.188346,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
17.800300,0.137989,6.207912,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
17.900299,0.138743,6.188346,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
18.000299,0.139498,6.207912,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
18.100303,0.140252,6.237262,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
18.200304,0.141006,6.237262,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
18.300304,0.141759,6.227478,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
18.400308,0.142512,6.198129,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
18.500307,0.143265,6.198129,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
18.600307,0.144017,6.217695,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
18.700311,0.144769,6.237262,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
18.800312,0.145520,6.198129,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
18.900316,0.146272,6.207912,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
19.000316,0.147023,6.237262,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
19.100315,0.147773,6.237262,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
19.200319,0.148523,6.237262,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
19.300319,0.149273,6.256829,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
19.400323,0.150022,6.207912,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
19.500324,0.150771,6.227478,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
19.600324,0.151520,6.217695,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
19.700323,0.152268,6.247045,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
19.800323,0.153016,6.256829,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
19.900327,0.153764,6.247045,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
20.000328,0.154511,6.217695,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
20.100328,0.155258,6.227478,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
20.200332,0.156004,6.227478,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
20.300336,0.156750,6.247045,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
20.400335,0.157496,6.237262,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
20.500339,0.158241,6.256829,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
20.600339,0.158986,6.237262,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
20.700344,0.159730,6.237262,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
20.800344,0.160474,6.256829,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
20.900344,0.161218,6.276395,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
21.000347,0.161961,6.266612,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
21.100351,0.162704,6.227478,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
21.200351,0.163447,6.227478,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
21.300352,0.164189,6.227478,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
21.400356,0.164930,6.247045,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
21.500360,0.165672,6.266612,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
21.600364,0.166412,6.247045,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
21.700368,0.167153,6.217695,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100004,6.000000
21.800367,0.167893,6.256829,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,6.000000
