t,r_l,r_g,r_gf,snimac1,y_pb,u,u_g,u_l,u_pb,active_g,Ki_l,Kp_l,Ts,vent
293.805267,-0.350000,6.341200,6.341176,5.836167,6.177259,3.514011,0.000000,3.514011,4.566545,0,1.840000,3.580000,0.100000,6.000000
293.905273,-0.350000,6.341200,6.341176,5.855733,6.177259,3.442326,0.000000,3.442326,4.566545,0,1.840000,3.580000,0.100004,6.000000
294.005279,-0.350000,6.341200,6.341176,5.855733,6.177259,3.437087,0.000000,3.437087,4.566545,0,1.840000,3.580000,0.100000,6.000000
294.105285,-0.350000,6.341200,6.341176,5.855733,6.177259,3.431848,0.000000,3.431848,4.566545,0,1.840000,3.580000,0.100000,6.000000
294.205291,-0.350000,6.341200,6.341176,5.806817,6.177259,3.601729,0.000000,3.601729,4.566545,0,1.840000,3.580000,0.100004,6.000000
294.305267,-0.350000,6.341200,6.341176,5.816600,6.177259,3.570466,0.000000,3.570466,4.566545,0,1.840000,3.580000,0.100000,6.000000
294.405273,-0.350000,6.341200,6.341176,5.836167,6.177259,3.502378,0.000000,3.502378,4.566545,0,1.840000,3.580000,0.100000,6.000000
294.505279,-0.350000,6.341200,6.341176,5.826384,6.177259,3.535763,0.000000,3.535763,4.566545,0,1.840000,3.580000,0.100004,6.000000
294.605285,-0.350000,6.341200,6.341176,5.855733,6.177259,3.430854,0.000000,3.430854,4.566545,0,1.840000,3.580000,0.100004,6.000000
294.705291,-0.350000,6.341200,6.341176,5.826384,6.177259,3.530685,0.000000,3.530685,4.566545,0,1.840000,3.580000,0.100004,6.000000
294.805297,-0.350000,6.341200,6.341176,5.826384,6.177259,3.530846,0.000000,3.530846,4.566545,0,1.840000,3.580000,0.100004,6.000000
294.905303,-0.350000,6.341200,6.341176,5.826384,6.177259,3.531007,0.000000,3.531007,4.566545,0,1.840000,3.580000,0.100000,6.000000
295.005310,-0.350000,6.341200,6.341176,5.855733,6.177259,3.426098,0.000000,3.426098,4.566545,0,1.840000,3.580000,0.100000,6.000000
295.105316,-0.350000,6.341200,6.341176,5.845950,6.177259,3.455883,0.000000,3.455883,4.566545,0,1.840000,3.580000,0.100004,6.000000
295.205322,-0.350000,6.341200,6.341176,5.836167,6.177259,3.487466,0.000000,3.487466,4.566545,0,1.840000,3.580000,0.100004,6.000000
295.305297,-0.350000,6.341200,6.341176,5.806817,6.177259,3.590901,0.000000,3.590901,4.566545,0,1.840000,3.580000,0.100000,6.000000
295.405303,-0.350000,6.341200,6.341176,5.845950,6.177259,3.454566,0.000000,3.454566,4.566545,0,1.840000,3.580000,0.100000,6.000000
295.505310,-0.350000,6.341200,6.341176,5.845950,6.177259,3.451127,0.000000,3.451127,4.566545,0,1.840000,3.580000,0.100000,6.000000
295.605316,-0.350000,6.341200,6.341176,5.845950,6.177259,3.447688,0.000000,3.447688,4.566545,0,1.840000,3.580000,0.100000,6.000000
295.705322,-0.350000,6.341200,6.341176,5.826384,6.177259,3.514296,0.000000,3.514296,4.566545,0,1.840000,3.580000,0.100000,6.000000
295.805297,-0.350000,6.341200,6.341176,5.826384,6.177259,3.514457,0.000000,3.514457,4.566545,0,1.840000,3.580000,0.100004,6.000000
295.905303,-0.350000,6.341200,6.341176,5.806817,6.177259,3.584668,0.000000,3.584668,4.566545,0,1.840000,3.580000,0.100004,6.000000
296.005310,-0.350000,6.341200,6.341176,5.816600,6.177259,3.553405,0.000000,3.553405,4.566545,0,1.840000,3.580000,0.100000,6.000000
296.105316,-0.350000,6.341200,6.341176,5.836167,6.177259,3.485317,0.000000,3.485317,4.566545,0,1.840000,3.580000,0.100004,6.000000
296.205322,-0.350000,6.341200,6.341176,5.836167,6.177259,3.483678,0.000000,3.483678,4.566545,0,1.840000,3.580000,0.100004,6.000000
296.305297,-0.350000,6.341200,6.341176,5.836167,6.177259,3.482039,0.000000,3.482039,4.566545,0,1.840000,3.580000,0.100000,6.000000
296.405303,-0.350000,6.341200,6.341176,5.797033,6.177259,3.620498,0.000000,3.620498,4.566545,0,1.840000,3.580000,0.100000,6.000000
296.505340,-0.350000,6.341200,6.341176,5.797033,6.177259,3.626060,0.000000,3.626060,4.566545,0,1.840000,3.580000,0.100004,6.000000
296.605346,-0.350000,6.341200,6.341176,5.816600,6.177259,3.561573,0.000000,3.561573,4.566545,0,1.840000,3.580000,0.100004,6.000000
296.705352,-0.350000,6.341200,6.341176,5.845950,6.177259,3.458462,0.000000,3.458462,4.566545,0,1.840000,3.580000,0.100000,6.000000
296.805358,-0.350000,6.341200,6.341176,5.836167,6.177259,3.490046,0.000000,3.490046,4.566545,0,1.840000,3.580000,0.100004,6.000000
296.905334,-0.350000,6.341200,6.341176,5.845950,6.177259,3.453384,0.000000,3.453384,4.566545,0,1.840000,3.580000,0.100004,6.000000
297.005340,-0.350000,6.341200,6.341176,5.806817,6.177259,3.590042,0.000000,3.590042,4.566545,0,1.840000,3.580000,0.100000,6.000000
297.105346,-0.350000,6.341200,6.341176,5.806817,6.177259,3.593803,0.000000,3.593803,4.566545,0,1.840000,3.580000,0.100000,6.000000
297.205352,-0.350000,6.341200,6.341176,5.836167,6.177259,3.492490,0.000000,3.492490,4.566545,0,1.840000,3.580000,0.100004,6.000000
297.305358,-0.350000,6.341200,6.341176,5.845950,6.177259,3.455829,0.000000,3.455829,4.566545,0,1.840000,3.580000,0.100004,6.000000
297.405334,-0.350000,6.341200,6.341176,5.855733,6.177259,3.417366,0.000000,3.417366,4.566545,0,1.840000,3.580000,0.100000,6.000000
297.505340,-0.350000,6.341200,6.341176,5.836167,6.177259,3.482173,0.000000,3.482173,4.566545,0,1.840000,3.580000,0.100000,6.000000
297.605346,-0.350000,6.341200,6.341176,5.836167,6.177259,3.480534,0.000000,3.480534,4.566545,0,1.840000,3.580000,0.100004,6.000000
297.705352,-0.350000,6.341200,6.341176,5.816600,6.177259,3.548945,0.000000,3.548945,4.566545,0,1.840000,3.580000,0.100000,6.000000
297.805358,-0.350000,6.341200,6.341176,5.836167,6.177259,3.480856,0.000000,3.480856,4.566545,0,1.840000,3.580000,0.100004,6.000000
297.905334,-0.350000,6.341200,6.341176,5.845950,6.177259,3.444195,0.000000,3.444195,4.566545,0,1.840000,3.580000,0.100000,6.000000
298.005340,-0.350000,6.341200,6.341176,5.836167,6.177259,3.475779,0.000000,3.475779,4.566545,0,1.840000,3.580000,0.100000,6.000000
298.105346,-0.350000,6.341200,6.341176,5.806817,6.177259,3.579213,0.000000,3.579213,4.566545,0,1.840000,3.580000,0.100004,6.000000
298.205383,-0.350000,6.341200,6.341176,5.806817,6.177259,3.582975,0.000000,3.582975,4.566545,0,1.840000,3.580000,0.100000,6.000000
298.305358,-0.350000,6.341200,6.341176,5.816600,6.177259,3.551712,0.000000,3.551712,4.566545,0,1.840000,3.580000,0.100000,6.000000
298.405364,-0.350000,6.341200,6.341176,5.855733,6.177259,3.413578,0.000000,3.413578,4.566545,0,1.840000,3.580000,0.100000,6.000000
298.505371,-0.350000,6.341200,6.341176,5.845950,6.177259,3.443362,0.000000,3.443362,4.566545,0,1.840000,3.580000,0.100004,6.000000
298.605377,-0.350000,6.341200,6.341176,5.845950,6.177259,3.439923,0.000000,3.439923,4.566545,0,1.840000,3.580000,0.100000,6.000000
298.705383,-0.350000,6.341200,6.341176,5.826384,6.177259,3.506531,0.000000,3.506531,4.566545,0,1.840000,3.580000,0.100000,6.000000
298.805389,-0.350000,6.341200,6.341176,5.806817,6.177259,3.576742,0.000000,3.576742,4.566545,0,1.840000,3.580000,0.100004,6.000000
298.905364,-0.350000,6.341200,6.341176,5.816600,6.177259,3.545479,0.000000,3.545479,4.566545,0,1.840000,3.580000,0.100004,6.000000
299.005371,-0.350000,6.341200,6.341176,5.845950,6.177259,3.442368,0.000000,3.442368,4.566545,0,1.840000,3.580000,0.100000,6.000000
299.105377,-0.350000,6.341200,6.341176,5.816600,6.177259,3.544002,0.000000,3.544002,4.566545,0,1.840000,3.580000,0.100004,6.000000
299.205383,-0.350000,6.341200,6.341176,5.826384,6.177259,3.510938,0.000000,3.510938,4.566545,0,1.840000,3.580000,0.100004,6.000000
299.305389,-0.350000,6.341200,6.341176,5.816600,6.177259,3.546124,0.000000,3.546124,4.566545,0,1.840000,3.580000,0.100004,6.000000
299.405364,-0.350000,6.341200,6.341176,5.816600,6.177259,3.548086,0.000000,3.548086,4.566545,0,1.840000,3.580000,0.100000,6.000000
299.505371,-0.350000,6.341200,6.341176,5.855733,6.177259,3.409951,0.000000,3.409951,4.566545,0,1.840000,3.580000,0.100004,6.000000
299.605377,-0.350000,6.341200,6.341176,5.836167,6.177259,3.474758,0.000000,3.474758,4.566545,0,1.840000,3.580000,0.100004,6.000000
299.705413,-0.350000,6.341200,6.341176,5.845950,6.177259,3.438097,0.000000,3.438097,4.566545,0,1.840000,3.580000,0.100000,6.000000
299.805419,-0.350000,6.341200,6.341176,5.797033,6.177259,3.609778,0.000000,3.609778,4.566545,0,1.840000,3.580000,0.100004,6.000000
299.905395,-0.350000,6.341200,6.341176,5.806817,6.177259,3.580316,0.000000,3.580316,4.566545,0,1.840000,3.580000,0.100000,6.000000
300.005401,-0.350000,6.341200,6.341176,5.816600,6.177259,3.549053,0.000000,3.549053,4.566545,0,1.840000,3.580000,0.100000,6.000000
300.105407,-0.350000,6.341200,6.341176,5.845950,6.177259,3.445942,0.000000,3.445942,4.566545,0,1.840000,3.580000,0.100004,6.000000
300.205413,-0.350000,6.341200,6.341176,5.836167,6.177259,3.477526,0.000000,3.477526,4.566545,0,1.840000,3.580000,0.100004,6.000000
300.305419,-0.350000,6.341200,6.341176,5.816600,6.177259,3.545937,0.000000,3.545937,4.566545,0,1.840000,3.580000,0.100000,6.000000
300.405395,-0.350000,6.341200,6.341176,5.816600,6.177259,3.547898,0.000000,3.547898,4.566545,0,1.840000,3.580000,0.100000,6.000000
300.505401,-0.350000,6.341200,6.341176,5.797033,6.177259,3.619907,0.000000,3.619907,4.566545,0,1.840000,3.580000,0.100000,6.000000
300.605407,-0.350000,6.341200,6.341176,5.875299,6.177259,3.345278,0.000000,3.345278,4.566545,0,1.840000,3.580000,0.100000,6.000000
300.705413,-0.350000,6.341200,6.341176,5.836167,6.177259,3.476532,0.000000,3.476532,4.566545,0,1.840000,3.580000,0.100000,6.000000
300.805419,-0.350000,6.341200,6.341176,5.845950,6.177259,3.439871,0.000000,3.439871,4.566545,0,1.840000,3.580000,0.100000,6.000000
300.905395,-0.350000,6.341200,6.341176,5.855733,6.177259,3.401407,0.000000,3.401407,4.566545,0,1.840000,3.580000,0.100000,6.000000
301.005401,0.000000,6.341200,6.341176,5.826384,6.177259,4.754239,0.000000,4.754239,4.566545,0,1.840000,3.580000,0.100004,6.000000
301.105407,0.000000,6.341200,6.341176,5.816600,6.177259,4.853828,0.000000,4.853828,4.566545,0,1.840000,3.580000,0.100000,6.000000
301.205413,0.000000,6.341200,6.341176,5.855733,6.177259,4.780093,0.000000,4.780093,4.566545,0,1.840000,3.580000,0.100000,6.000000
301.305419,0.000000,6.341200,6.341176,5.845950,6.177259,4.874278,0.000000,4.874278,4.566545,0,1.840000,3.580000,0.100000,6.000000
301.405395,0.000000,6.341200,6.341176,5.845950,6.177259,4.935239,0.000000,4.935239,4.566545,0,1.840000,3.580000,0.100000,6.000000
301.505401,0.000000,6.341200,6.341176,5.845950,6.177259,4.996200,0.000000,4.996200,4.566545,0,1.840000,3.580000,0.100004,6.000000
301.605407,0.000000,6.341200,6.341176,5.865516,6.177259,4.987117,0.000000,4.987117,4.566545,0,1.840000,3.580000,0.100000,6.000000
301.705413,0.000000,6.341200,6.341176,5.787250,6.177259,5.324671,0.000000,5.324671,4.566545,0,1.840000,3.580000,0.100004,6.000000
301.805419,0.000000,6.341200,6.341176,5.845950,6.177259,5.186289,0.000000,5.186289,4.566545,0,1.840000,3.580000,0.100004,6.000000
301.905395,0.000000,6.341200,6.341176,5.855733,6.177259,5.212228,0.000000,5.212228,4.566545,0,1.840000,3.580000,0.100000,6.000000
302.005401,0.000000,6.341200,6.341176,5.865516,6.177259,5.236367,0.000000,5.236367,4.566545,0,1.840000,3.580000,0.100000,6.000000
302.105407,0.000000,6.341200,6.341176,5.885082,6.177259,5.223681,0.000000,5.223681,4.566545,0,1.840000,3.580000,0.100004,6.000000
302.205444,0.000000,6.341200,6.341176,5.875299,6.177259,5.312467,0.000000,5.312467,4.566545,0,1.840000,3.580000,0.100000,6.000000
302.305419,0.000000,6.341200,6.341176,5.904647,6.177259,5.262960,0.000000,5.262960,4.566545,0,1.840000,3.580000,0.100000,6.000000
302.405426,0.000000,6.341200,6.341176,5.894865,6.177259,5.348144,0.000000,5.348144,4.566545,0,1.840000,3.580000,0.100004,6.000000
302.505432,0.000000,6.341200,6.341176,5.914431,6.177259,5.330059,0.000000,5.330059,4.566545,0,1.840000,3.580000,0.100000,6.000000
302.605438,0.000000,6.341200,6.341176,5.914431,6.177259,5.378420,0.000000,5.378420,4.566545,0,1.840000,3.580000,0.100000,6.000000
302.705444,0.000000,6.341200,6.341176,5.924213,6.177259,5.391758,0.000000,5.391758,4.566545,0,1.840000,3.580000,0.100000,6.000000
302.805450,0.000000,6.341200,6.341176,5.885082,6.177259,5.578410,0.000000,5.578410,4.566545,0,1.840000,3.580000,0.100004,6.000000
302.905426,0.000000,6.341200,6.341176,5.924213,6.177259,5.492081,0.000000,5.492081,4.566545,0,1.840000,3.580000,0.100000,6.000000
303.005432,0.000000,6.341200,6.341176,5.943779,6.177259,5.468597,0.000000,5.468597,4.566545,0,1.840000,3.580000,0.100004,6.000000
303.105438,0.000000,6.341200,6.341176,5.973127,6.177259,5.406494,0.000000,5.406494,4.566545,0,1.840000,3.580000,0.100000,6.000000
303.205444,0.000000,6.341200,6.341176,5.973127,6.177259,5.444054,0.000000,5.444054,4.566545,0,1.840000,3.580000,0.100000,6.000000
303.305450,0.000000,6.341200,6.341176,5.973127,6.177259,5.481614,0.000000,5.481614,4.566545,0,1.840000,3.580000,0.100000,6.000000
303.405426,0.000000,6.341200,6.341176,5.963345,6.177259,5.554195,0.000000,5.554195,4.566545,0,1.840000,3.580000,0.100000,6.000000
303.505432,0.000000,6.341200,6.341176,6.002475,6.177259,5.453470,0.000000,5.453470,4.566545,0,1.840000,3.580000,0.100000,6.000000
303.605438,0.000000,6.341200,6.341176,6.002475,6.177259,5.485630,0.000000,5.485630,4.566545,0,1.840000,3.580000,0.100000,6.000000
303.705444,0.000000,6.341200,6.341176,6.022040,6.177259,5.447745,0.000000,5.447745,4.566545,0,1.840000,3.580000,0.100004,6.000000
303.805450,0.000000,6.341200,6.341176,6.041605,6.177259,5.406264,0.000000,5.406264,4.566545,0,1.840000,3.580000,0.100004,6.000000
303.905426,0.000000,6.341200,6.341176,6.031823,6.177259,5.466248,0.000000,5.466248,4.566545,0,1.840000,3.580000,0.100004,6.000000
304.005432,0.000000,6.341200,6.341176,6.012258,6.177259,5.563053,0.000000,5.563053,4.566545,0,1.840000,3.580000,0.100004,6.000000
304.105438,0.000000,6.341200,6.341176,6.070953,6.177259,5.383283,0.000000,5.383283,4.566545,0,1.840000,3.580000,0.100000,6.000000
304.205444,0.000000,6.341200,6.341176,6.100301,6.177259,5.297778,0.000000,5.297778,4.566545,0,1.840000,3.580000,0.100000,6.000000
304.305450,0.000000,6.341200,6.341176,6.100301,6.177259,5.311938,0.000000,5.311938,4.566545,0,1.840000,3.580000,0.100000,6.000000
304.405426,0.000000,6.341200,6.341176,6.119866,6.177259,5.256055,0.000000,5.256055,4.566545,0,1.840000,3.580000,0.100000,6.000000
304.505432,0.000000,6.341200,6.341176,6.100301,6.177259,5.336659,0.000000,5.336659,4.566545,0,1.840000,3.580000,0.100000,6.000000
304.605438,0.000000,6.341200,6.341176,6.129650,6.177259,5.245752,0.000000,5.245752,4.566545,0,1.840000,3.580000,0.100000,6.000000
304.705444,0.000000,6.341200,6.341176,6.139432,6.177259,5.219491,0.000000,5.219491,4.566545,0,1.840000,3.580000,0.100000,6.000000
304.805450,0.000000,6.341200,6.341176,6.158998,6.177259,5.156405,0.000000,5.156405,4.566545,0,1.840000,3.580000,0.100004,6.000000
304.905487,0.000000,6.341200,6.341176,6.158998,6.177259,5.159765,0.000000,5.159765,4.566545,0,1.840000,3.580000,0.100000,6.000000
305.005462,0.000000,6.341200,6.341176,6.168780,6.177259,5.128105,0.000000,5.128105,4.566545,0,1.840000,3.580000,0.100004,6.000000
305.105468,0.000000,6.341200,6.341176,6.139432,6.177259,5.234732,0.000000,5.234732,4.566545,0,1.840000,3.580000,0.100004,6.000000
305.205474,0.000000,6.341200,6.341176,6.198129,6.177259,5.031557,0.000000,5.031557,4.566545,0,1.840000,3.580000,0.100000,6.000000
305.305480,0.000000,6.341200,6.341176,6.207912,6.177259,4.992692,0.000000,4.992692,4.566545,0,1.840000,3.580000,0.100000,6.000000
305.405487,0.000000,6.341200,6.341176,6.207912,6.177259,4.987052,0.000000,4.987052,4.566545,0,1.840000,3.580000,0.100000,6.000000
305.505462,0.000000,6.341200,6.341176,6.237262,6.177259,4.876342,0.000000,4.876342,4.566545,0,1.840000,3.580000,0.100000,6.000000
305.605468,0.000000,6.341200,6.341176,6.217695,6.177259,4.935349,0.000000,4.935349,4.566545,0,1.840000,3.580000,0.100004,6.000000
305.705474,0.000000,6.341200,6.341176,6.227478,6.177259,4.892885,0.000000,4.892885,4.566545,0,1.840000,3.580000,0.100000,6.000000
305.805480,0.000000,6.341200,6.341176,6.266612,6.177259,4.743548,0.000000,4.743548,4.566545,0,1.840000,3.580000,0.100000,6.000000
305.905487,0.000000,6.341200,6.341176,6.276395,6.177259,4.692083,0.000000,4.692083,4.566545,0,1.840000,3.580000,0.100000,6.000000
306.005462,0.000000,6.341200,6.341176,6.276395,6.177259,4.673842,0.000000,4.673842,4.566545,0,1.840000,3.580000,0.100000,6.000000
306.105468,0.000000,6.341200,6.341176,6.295962,6.177259,4.585550,0.000000,4.585550,4.566545,0,1.840000,3.580000,0.100004,6.000000
306.205474,0.000000,6.341200,6.341176,6.276395,6.177259,4.633759,0.000000,4.633759,4.566545,0,1.840000,3.580000,0.100000,6.000000
306.305480,0.000000,6.341200,6.341176,6.295962,6.177259,4.545467,0.000000,4.545467,4.566545,0,1.840000,3.580000,0.100004,6.000000
306.405487,0.000000,6.341200,6.341176,6.305746,6.177259,4.488600,0.000000,4.488600,4.566545,0,1.840000,3.580000,0.100000,6.000000
306.505462,0.000000,6.341200,6.341176,6.315530,6.177259,4.429932,0.000000,4.429932,4.566545,0,1.840000,3.580000,0.100000,6.000000
306.605468,0.000000,6.341200,6.341176,6.335097,6.177259,4.334440,0.000000,4.334440,4.566545,0,1.840000,3.580000,0.100000,6.000000
306.705474,0.000000,6.341200,6.341176,6.295962,6.177259,4.445499,0.000000,4.445499,4.566545,0,1.840000,3.580000,0.100004,6.000000
306.805480,0.000000,6.341200,6.341176,6.315530,6.177259,4.353605,0.000000,4.353605,4.566545,0,1.840000,3.580000,0.100000,6.000000
306.905487,0.000000,6.341200,6.341176,6.344881,6.177259,4.223086,0.000000,4.223086,4.566545,0,1.840000,3.580000,0.100000,6.000000
307.005462,0.000000,6.341200,6.341176,6.354665,6.177259,4.157217,0.000000,4.157217,4.566545,0,1.840000,3.580000,0.100004,6.000000
307.105468,0.000000,6.341200,6.341176,6.364449,6.177259,4.089547,0.000000,4.089547,4.566545,0,1.840000,3.580000,0.100000,6.000000
307.205474,0.000000,6.341200,6.341176,6.354665,6.177259,4.090130,0.000000,4.090130,4.566545,0,1.840000,3.580000,0.100000,6.000000
307.305480,0.000000,6.341200,6.341176,6.354665,6.177259,4.057487,0.000000,4.057487,4.566545,0,1.840000,3.580000,0.100000,6.000000
307.405487,0.000000,6.341200,6.341176,6.344881,6.177259,4.059872,0.000000,4.059872,4.566545,0,1.840000,3.580000,0.100000,6.000000
307.505462,0.000000,6.341200,6.341176,6.364449,6.177259,3.958976,0.000000,3.958976,4.566545,0,1.840000,3.580000,0.100000,6.000000
307.605468,0.000000,6.341200,6.341176,6.374234,6.177259,3.889504,0.000000,3.889504,4.566545,0,1.840000,3.580000,0.100000,6.000000
307.705474,0.000000,6.341200,6.341176,6.393803,6.177259,3.783204,0.000000,3.783204,4.566545,0,1.840000,3.580000,0.100000,6.000000
307.805511,0.000000,6.341200,6.341176,6.354665,6.177259,3.883472,0.000000,3.883472,4.566545,0,1.840000,3.580000,0.100004,6.000000
307.905517,0.000000,6.341200,6.341176,6.354665,6.177259,3.850828,0.000000,3.850828,4.566545,0,1.840000,3.580000,0.100004,6.000000
308.005493,0.000000,6.341200,6.341176,6.403587,6.177259,3.643044,0.000000,3.643044,4.566545,0,1.840000,3.580000,0.100000,6.000000
308.105499,0.000000,6.341200,6.341176,6.393803,6.177259,3.636428,0.000000,3.636428,4.566545,0,1.840000,3.580000,0.100000,6.000000
308.205505,0.000000,6.341200,6.341176,6.374234,6.177259,3.666641,0.000000,3.666641,4.566545,0,1.840000,3.580000,0.100008,6.000000
308.305511,0.000000,6.341200,6.341176,6.374234,6.177259,3.630394,0.000000,3.630394,4.566545,0,1.840000,3.580000,0.100004,6.000000
308.405517,0.000000,6.341200,6.341176,6.354665,6.177259,3.664205,0.000000,3.664205,4.566545,0,1.840000,3.580000,0.100004,6.000000
308.505493,0.000000,6.341200,6.341176,6.374234,6.177259,3.561506,0.000000,3.561506,4.566545,0,1.840000,3.580000,0.100004,6.000000
308.605499,0.000000,6.341200,6.341176,6.393803,6.177259,3.455204,0.000000,3.455204,4.566545,0,1.840000,3.580000,0.100000,6.000000
308.705505,0.000000,6.341200,6.341176,6.403587,6.177259,3.380333,0.000000,3.380333,4.566545,0,1.840000,3.580000,0.100000,6.000000
308.805511,0.000000,6.341200,6.341176,6.384018,6.177259,3.408745,0.000000,3.408745,4.566545,0,1.840000,3.580000,0.100000,6.000000
308.905517,0.000000,6.341200,6.341176,6.344881,6.177259,3.510812,0.000000,3.510812,4.566545,0,1.840000,3.580000,0.100000,6.000000
309.005493,0.000000,6.341200,6.341176,6.354665,6.177259,3.444942,0.000000,3.444942,4.566545,0,1.840000,3.580000,0.100004,6.000000
309.105529,0.000000,6.341200,6.341176,6.325313,6.177259,3.517379,0.000000,3.517379,4.566545,0,1.840000,3.580000,0.100004,6.000000
309.205505,0.000000,6.341200,6.341176,6.354665,6.177259,3.385055,0.000000,3.385055,4.566545,0,1.840000,3.580000,0.100000,6.000000
309.305541,0.000000,6.341200,6.341176,6.354665,6.177259,3.352412,0.000000,3.352412,4.566545,0,1.840000,3.580000,0.100000,6.000000
309.405517,0.000000,6.341200,6.341176,6.354665,6.177259,3.319770,0.000000,3.319770,4.566545,0,1.840000,3.580000,0.100000,6.000000
309.505523,0.000000,6.341200,6.341176,6.335097,6.177259,3.357182,0.000000,3.357182,4.566545,0,1.840000,3.580000,0.100000,6.000000
309.605529,0.000000,6.341200,6.341176,6.315530,6.177259,3.398190,0.000000,3.398190,4.566545,0,1.840000,3.580000,0.100004,6.000000
309.705535,0.000000,6.341200,6.341176,6.364449,6.177259,3.197616,0.000000,3.197616,4.566545,0,1.840000,3.580000,0.100004,6.000000
309.805541,0.000000,6.341200,6.341176,6.344881,6.177259,3.233225,0.000000,3.233225,4.566545,0,1.840000,3.580000,0.100000,6.000000
309.905548,0.000000,6.341200,6.341176,6.335097,6.177259,3.237411,0.000000,3.237411,4.566545,0,1.840000,3.580000,0.100000,6.000000
310.005523,0.000000,6.341200,6.341176,6.344881,6.177259,3.173341,0.000000,3.173341,4.566545,0,1.840000,3.580000,0.100000,6.000000
310.105529,0.000000,6.341200,6.341176,6.305746,6.177259,3.282603,0.000000,3.282603,4.566545,0,1.840000,3.580000,0.100004,6.000000
310.205535,0.000000,6.341200,6.341176,6.286179,6.177259,3.329011,0.000000,3.329011,4.566545,0,1.840000,3.580000,0.100004,6.000000
310.305541,0.000000,6.341200,6.341176,6.305746,6.177259,3.238919,0.000000,3.238919,4.566545,0,1.840000,3.580000,0.100000,6.000000
310.405548,0.000000,6.341200,6.341176,6.305746,6.177259,3.215278,0.000000,3.215278,4.566545,0,1.840000,3.580000,0.100004,6.000000
310.505523,0.000000,6.341200,6.341176,6.295962,6.177259,3.226659,0.000000,3.226659,4.566545,0,1.840000,3.580000,0.100000,6.000000
310.605529,0.000000,6.341200,6.341176,6.276395,6.177259,3.274870,0.000000,3.274870,4.566545,0,1.840000,3.580000,0.100000,6.000000
310.705535,0.000000,6.341200,6.341176,6.247045,6.177259,3.361701,0.000000,3.361701,4.566545,0,1.840000,3.580000,0.100000,6.000000
310.805541,0.000000,6.341200,6.341176,6.247045,6.177259,3.348860,0.000000,3.348860,4.566545,0,1.840000,3.580000,0.100004,6.000000
310.905548,0.000000,6.341200,6.341176,6.266612,6.177259,3.265971,0.000000,3.265971,4.566545,0,1.840000,3.580000,0.100000,6.000000
311.005523,0.000000,6.341200,6.341176,6.256829,6.177259,3.284553,0.000000,3.284553,4.566545,0,1.840000,3.580000,0.100000,6.000000
311.105529,0.000000,6.341200,6.341176,6.256829,6.177259,3.269912,0.000000,3.269912,4.566545,0,1.840000,3.580000,0.100000,6.000000
311.205535,0.000000,6.341200,6.341176,6.217695,6.177259,3.395370,0.000000,3.395370,4.566545,0,1.840000,3.580000,0.100000,6.000000
311.305541,0.000000,6.341200,6.341176,6.207912,6.177259,3.422951,0.000000,3.422951,4.566545,0,1.840000,3.580000,0.100000,6.000000
311.405548,0.000000,6.341200,6.341176,6.247045,6.177259,3.277216,0.000000,3.277216,4.566545,0,1.840000,3.580000,0.100004,6.000000
311.505523,0.000000,6.341200,6.341176,6.217695,6.177259,3.369448,0.000000,3.369448,4.566545,0,1.840000,3.580000,0.100000,6.000000
311.605560,0.000000,6.341200,6.341176,6.217695,6.177259,3.362008,0.000000,3.362008,4.566545,0,1.840000,3.580000,0.100004,6.000000
311.705566,0.000000,6.341200,6.341176,6.217695,6.177259,3.354568,0.000000,3.354568,4.566545,0,1.840000,3.580000,0.100004,6.000000
311.805572,0.000000,6.341200,6.341176,6.178564,6.177259,3.487218,0.000000,3.487218,4.566545,0,1.840000,3.580000,0.100000,6.000000
311.905578,0.000000,6.341200,6.341176,6.168780,6.177259,3.522002,0.000000,3.522002,4.566545,0,1.840000,3.580000,0.100000,6.000000
312.005554,0.000000,6.341200,6.341176,6.207912,6.177259,3.383469,0.000000,3.383469,4.566545,0,1.840000,3.580000,0.100004,6.000000
312.105560,0.000000,6.341200,6.341176,6.198129,6.177259,3.412853,0.000000,3.412853,4.566545,0,1.840000,3.580000,0.100000,6.000000
312.205566,0.000000,6.341200,6.341176,6.158998,6.177259,3.549103,0.000000,3.549103,4.566545,0,1.840000,3.580000,0.100004,6.000000
312.305572,0.000000,6.341200,6.341176,6.139432,6.177259,3.622509,0.000000,3.622509,4.566545,0,1.840000,3.580000,0.100000,6.000000
312.405578,0.000000,6.341200,6.341176,6.129650,6.177259,3.664490,0.000000,3.664490,4.566545,0,1.840000,3.580000,0.100000,6.000000
312.505554,0.000000,6.341200,6.341176,6.129650,6.177259,3.673251,0.000000,3.673251,4.566545,0,1.840000,3.580000,0.100000,6.000000
312.605560,0.000000,6.341200,6.341176,6.158998,6.177259,3.576943,0.000000,3.576943,4.566545,0,1.840000,3.580000,0.100000,6.000000
312.705566,0.000000,6.341200,6.341176,6.139432,6.177259,3.650350,0.000000,3.650350,4.566545,0,1.840000,3.580000,0.100000,6.000000
312.805572,0.000000,6.341200,6.341176,6.149215,6.177259,3.622287,0.000000,3.622287,4.566545,0,1.840000,3.580000,0.100004,6.000000
312.905578,0.000000,6.341200,6.341176,6.100301,6.177259,3.802559,0.000000,3.802559,4.566545,0,1.840000,3.580000,0.100000,6.000000
