time,setpoint,vstup,vystup
18.3,0.4,0.579904956400935,0.400112138893813
18.4,0.4,0.579428780240964,0.400142406183508
18.5,0.4,0.578966734290309,0.400170266302952
18.6,0.4,0.57851912937459,0.400195804331783
18.7,0.4,0.5780862163709,0.400219105972714
18.8,0.4,0.577668189528969,0.400240257277311
18.9,0.4,0.577265189724327,0.400259344389132
19,0.4,0.576877307639148,0.40027645330376
19.1,0.4,0.576504586867009,0.40029166964526
19.2,0.4,0.576147026938158,0.40030507845857
19.3,0.4,0.575804586262448,0.400316764017321
19.4,0.4,0.575477184987403,0.40032680964658
19.5,0.4,0.575164707769342,0.400335297560005
19.6,0.4,0.574867006455839,0.400342308710884
19.7,0.4,0.574583902678154,0.400347922656545
19.8,0.4,0.574315190352618,0.400352217435599
19.9,0.4,0.574060638090252,0.400355269457508
20,0.4,0.573819991514203,0.400357153403944
20.1,0.4,0.573592975484876,0.400357942141423
20.2,0.4,0.57337929623287,0.400357706644701
20.3,0.4,0.573178643400076,0.400356515930416
20.4,0.4,0.572990691989566,0.400354437000474
20.5,0.4,0.572815104225017,0.400351534794689
20.6,0.4,0.572651531320706,0.400347872152177
20.7,0.4,0.57249961516321,0.400343509781029
20.8,0.4,0.57235898990617,0.400338506235797
20.9,0.4,0.572229283479565,0.400332917902324
21,0.4,0.572110119015133,0.400326798989476
21.1,0.4,0.572001116189646,0.400320201527336
21.2,0.4,0.571901892487891,0.400313175371428
21.3,0.4,0.571812064387288,0.400305768212569
21.4,0.4,0.571731248466147,0.400298025591928
21.5,0.4,0.571659062437678,0.400289990920929
21.6,0.4,0.571595126111879,0.400281705505591
21.7,0.4,0.571539062287526,0.400273208574969
21.8,0.4,0.571490497576492,0.40026453731333
21.9,0.4,0.571449063162702,0.40025572689573
22,0.4,0.571414395497982,0.400246810526671
22.1,0.4,0.571386136937186,0.400237819481526
22.2,0.4,0.571363936314881,0.400228783150436
22.3,0.4,0.571347449465943,0.40021972908439
22.4,0.4,0.571336339692408,0.400210683043223
22.5,0.4,0.571330278178878,0.400201669045274
22.6,0.4,0.571328944358812,0.400192709418453
22.7,0.4,0.571332026233948,0.400183824852484
22.8,0.4,0.571339220649177,0.400175034452115
22.9,0.4,0.571350233525032,0.400166355791071
23,0.4,0.571364780050043,0.400157804966565
23.1,0.4,0.571382584835084,0.400149396654174
23.2,0.4,0.571403382031841,0.400141144162912
23.3,0.4,0.571426915417479,0.400133059490339
23.4,0.4,0.571452938447524,0.400125153377544
23.5,0.4,0.571481214278944,0.400117435363873
23.6,0.4,0.571511515765368,0.400109913841263
23.7,0.4,0.571543625426286,0.400102596108067
23.8,0.4,0.571577335392079,0.400095488422245
23.9,0.4,0.571612447326635,0.400088596053841
24,0.4,0.571648772329241,0.400081923336623
24.1,0.4,0.571686130817433,0.400075473718835
24.2,0.4,0.571724352392345,0.400069249812944
24.3,0.4,0.571763275688159,0.400063253444352
24.4,0.4,0.571802748207048,0.400057485698985
24.5,0.4,0.571842626141095,0.400051946969707
24.6,0.4,0.571882774182495,0.400046637001529
24.7,0.4,0.57192306532337,0.400041554935547
24.8,0.4,0.571963380646407,0.400036699351592
24.9,0.4,0.572003609107525,0.400032068309555
25,0.4,0.572043647311665,0.400027659389364
25.1,0.4,0.572083399282803,0.400023469729592
25.2,0.4,0.572122776229165,0.400019496064695
25.3,0.4,0.572161696304621,0.400015734760848
25.4,0.4,0.572200084367159,0.400012181850398
25.5,0.4,0.572237871735282,0.400008833064919
25.6,0.4,0.57227499594313,0.400005683866879
25.7,0.4,0.572311400495081,0.400002729479919
25.8,0.4,0.572347034620528,0.399999964917764
25.9,0.4,0.572381853029493,0.399997385011769
26,0.4,0.572415815669675,0.399994984437127
26.1,0.4,0.572448887485493,0.399992757737744
26.2,0.4,0.572481038179669,0.399990699349815
26.3,0.4,0.572512241977797,0.399988803624118
26.4,0.4,0.572542477396366,0.399987064847049
26.5,0.4,0.572571727014606,0.399985477260427
26.6,0.4,0.572599977250553,0.399984035080104
26.7,0.4,0.57262721814164,0.399982732513395
26.8,0.4,0.572653443130102,0.399981563775373
26.9,0.4,0.572678648853482,0.399980523104053
27,0.4,0.572702834940433,0.399979604774499
27.1,0.4,0.572726003812045,0.399978803111893
27.2,0.4,0.572748160488852,0.399978112503591
27.3,0.4,0.572769312403661,0.399977527410206
27.4,0.4,0.572789469220345,0.399977042375754
27.5,0.4,0.572808642658656,0.399976652036897
27.6,0.4,0.572826846325169,0.399976351131313
27.7,0.4,0.572844095550386,0.399976134505239
27.8,0.4,0.572860407232037,0.399975997120209
27.9,0.4,0.572875799684581,0.399975934059038
28,0.4,0.572890292494914,0.399975940531067
28.1,0.4,0.572903906384266,0.399976011876725
