t,r_l,r_g,r_gf,y,y_pb,u,u_g,u_l,u_pb,active_g,Ki_l,Kp_l,vent
136.046,0,6.3412,6.341082,6.183449,6.170403,3.234788,0,3.234788,3.730418,0,1.84,3.58,6
136.146,0,6.3412,6.341083,6.179471,6.170403,3.246629,0,3.246629,3.730418,0,1.84,3.58,6
136.245,0,6.3412,6.341084,6.175853,6.170403,3.257911,0,3.257911,3.730418,0,1.84,3.58,6
136.345,0,6.3412,6.341085,6.176577,6.170403,3.254317,0,3.254317,3.730418,0,1.84,3.58,6
136.446,0,6.3412,6.341086,6.175492,6.170403,3.257066,0,3.257066,3.730418,0,1.84,3.58,6
136.545,0,6.3412,6.341087,6.176215,6.170403,3.25354,0,3.25354,3.730418,0,1.84,3.58,6
136.646,0,6.3412,6.341089,6.177662,6.170403,3.247292,0,3.247292,3.730418,0,1.84,3.58,6
136.746,0,6.3412,6.34109,6.181641,6.170403,3.231712,0,3.231712,3.730418,0,1.84,3.58,6
136.846,0,6.3412,6.341091,6.184534,6.170403,3.219286,0,3.219286,3.730418,0,1.84,3.58,6
136.946,0,6.3412,6.341093,6.183811,6.170403,3.219276,0,3.219276,3.730418,0,1.84,3.58,6
137.045,0,6.3412,6.341094,6.178385,6.170403,3.236232,0,3.236232,3.730418,0,1.84,3.58,6
137.146,0,6.3412,6.341095,6.179471,6.170403,3.230878,0,3.230878,3.730418,0,1.84,3.58,6
137.246,0,6.3412,6.341096,6.176577,6.170403,3.239568,0,3.239568,3.730418,0,1.84,3.58,6
137.346,0,6.3412,6.341097,6.179471,6.170403,3.228074,0,3.228074,3.730418,0,1.84,3.58,6
137.446,0,6.3412,6.341098,6.176577,6.170403,3.236764,0,3.236764,3.730418,0,1.84,3.58,6
137.545,0,6.3412,6.3411,6.185619,6.170403,3.203259,0,3.203259,3.730418,0,1.84,3.58,6
137.646,0,6.3412,6.341101,6.179109,6.170403,3.223765,0,3.223765,3.730418,0,1.84,3.58,6
137.746,0,6.3412,6.341102,6.177662,6.170403,3.227343,0,3.227343,3.730418,0,1.84,3.58,6
137.846,0,6.3412,6.341104,6.179109,6.170403,3.220828,0,3.220828,3.730418,0,1.84,3.58,6
137.946,0,6.3412,6.341105,6.171152,6.170403,3.247712,0,3.247712,3.730418,0,1.84,3.58,6
138.046,0,6.3412,6.341106,6.170428,6.170403,3.250165,0,3.250165,3.730418,0,1.84,3.58,6
138.146,0,6.3412,6.341106,6.181641,6.170403,3.21002,0,3.21002,3.730418,0,1.84,3.58,6
138.246,0,6.3412,6.341107,6.178747,6.170403,3.21831,0,3.21831,3.730418,0,1.84,3.58,6
138.346,0,6.3412,6.341108,6.179471,6.170403,3.214186,0,3.214186,3.730418,0,1.84,3.58,6
138.446,0,6.3412,6.341108,6.179109,6.170403,3.213813,0,3.213813,3.730418,0,1.84,3.58,6
138.546,0,6.3412,6.341109,6.188513,6.170403,3.178544,0,3.178544,3.730418,0,1.84,3.58,6
138.646,0,6.3412,6.341109,6.180555,6.170403,3.2037,0,3.2037,3.730418,0,1.84,3.58,6
138.746,0,6.3412,6.34111,6.184534,6.170403,3.187588,0,3.187588,3.730418,0,1.84,3.58,6
138.845,0,6.3412,6.341111,6.179109,6.170403,3.204411,0,3.204411,3.730418,0,1.84,3.58,6
138.946,0,6.3412,6.341111,6.178024,6.170403,3.206693,0,3.206693,3.730418,0,1.84,3.58,6
139.046,0,6.3412,6.341112,6.169705,6.170403,3.235072,0,3.235072,3.730418,0,1.84,3.58,6
139.146,0,6.3412,6.341113,6.176215,6.170403,3.211894,0,3.211894,3.730418,0,1.84,3.58,6
139.246,0,6.3412,6.341113,6.186343,6.170403,3.174568,0,3.174568,3.730418,0,1.84,3.58,6
139.346,0,6.3412,6.341114,6.195023,6.170403,3.14056,0,3.14056,3.730418,0,1.84,3.58,6
139.446,0,6.3412,6.341115,6.189236,6.170403,3.156747,0,3.156747,3.730418,0,1.84,3.58,6
139.546,0,6.3412,6.341115,6.196832,6.170403,3.12609,0,3.12609,3.730418,0,1.84,3.58,6
139.646,0,6.3412,6.341115,6.187066,6.170403,3.156188,0,3.156188,3.730418,0,1.84,3.58,6
139.746,0,6.3412,6.341116,6.187789,6.170403,3.150532,0,3.150532,3.730418,0,1.84,3.58,6
139.846,0,6.3412,6.341117,6.186343,6.170403,3.152513,0,3.152513,3.730418,0,1.84,3.58,6
139.946,0,6.3412,6.341117,6.188874,6.170403,3.140517,0,3.140517,3.730418,0,1.84,3.58,6
140.046,0,6.3412,6.341118,6.19213,6.170403,3.125464,0,3.125464,3.730418,0,1.84,3.58,6
140.146,0,6.3412,6.341119,6.178024,6.170403,3.171965,0,3.171965,3.730418,0,1.84,3.58,6
140.246,0,6.3412,6.341119,6.179471,6.170403,3.165384,0,3.165384,3.730418,0,1.84,3.58,6
140.346,0,6.3412,6.34112,6.182364,6.170403,3.153357,0,3.153357,3.730418,0,1.84,3.58,6
140.446,0,6.3412,6.34112,6.179832,6.170403,3.160221,0,3.160221,3.730418,0,1.84,3.58,6
140.546,0,6.3412,6.341121,6.187428,6.170403,3.131294,0,3.131294,3.730418,0,1.84,3.58,6
140.646,0,6.3412,6.341122,6.176939,6.170403,3.165712,0,3.165712,3.730418,0,1.84,3.58,6
140.746,0,6.3412,6.341122,6.176215,6.170403,3.167099,0,3.167099,3.730418,0,1.84,3.58,6
140.846,0,6.3412,6.341123,6.174407,6.170403,3.172505,0,3.172505,3.730418,0,1.84,3.58,6
140.946,0,6.3412,6.341124,6.186704,6.170403,3.127743,0,3.127743,3.730418,0,1.84,3.58,6
141.046,0,6.3412,6.341124,6.190321,6.170403,3.111795,0,3.111795,3.730418,0,1.84,3.58,6
141.146,0,6.3412,6.341125,6.191768,6.170403,3.102951,0,3.102951,3.730418,0,1.84,3.58,6
141.246,0,6.3412,6.341125,6.190683,6.170403,3.102904,0,3.102904,3.730418,0,1.84,3.58,6
141.345,0,6.3412,6.341126,6.193214,6.170403,3.090109,0,3.090109,3.730418,0,1.84,3.58,6
141.446,0,6.3412,6.341126,6.189598,6.170403,3.098861,0,3.098861,3.730418,0,1.84,3.58,6
141.546,0,6.3412,6.341127,6.185981,6.170403,3.108277,0,3.108277,3.730418,0,1.84,3.58,6
141.646,0,6.3412,6.341128,6.176577,6.170403,3.139076,0,3.139076,3.730418,0,1.84,3.58,6
141.746,0,6.3412,6.341128,6.178024,6.170403,3.132761,0,3.132761,3.730418,0,1.84,3.58,6
141.846,0,6.3412,6.341129,6.1773,6.170403,3.133948,0,3.133948,3.730418,0,1.84,3.58,6
141.946,0,6.3412,6.34113,6.178747,6.170403,3.1275,0,3.1275,3.730418,0,1.84,3.58,6
142.045,0,6.3412,6.34113,6.1773,6.170403,3.131144,0,3.131144,3.730418,0,1.84,3.58,6
142.146,0,6.3412,6.341131,6.179471,6.170403,3.122106,0,3.122106,3.730418,0,1.84,3.58,6
142.246,0,6.3412,6.341132,6.176577,6.170403,3.130796,0,3.130796,3.730418,0,1.84,3.58,6
142.346,0,6.3412,6.341132,6.161024,6.170403,3.18534,0,3.18534,3.730418,0,1.84,3.58,6
142.446,0,6.3412,6.341133,6.160663,6.170403,3.188359,0,3.188359,3.730418,0,1.84,3.58,6
142.546,0,6.3412,6.341133,6.166088,6.170403,3.170731,0,3.170731,3.730418,0,1.84,3.58,6
142.645,0,6.3412,6.341134,6.154875,6.170403,3.211665,0,3.211665,3.730418,0,1.84,3.58,6
142.746,0,6.3412,6.341135,6.159577,6.170403,3.197689,0,3.197689,3.730418,0,1.84,3.58,6
142.846,0,6.3412,6.341135,6.162109,6.170403,3.190616,0,3.190616,3.730418,0,1.84,3.58,6
142.946,0,6.3412,6.341136,6.153067,6.170403,3.224514,0,3.224514,3.730418,0,1.84,3.58,6
143.046,0,6.3412,6.341136,6.158131,6.170403,3.209576,0,3.209576,3.730418,0,1.84,3.58,6
143.146,0,6.3412,6.341137,6.175492,6.170403,3.149681,0,3.149681,3.730418,0,1.84,3.58,6
143.246,0,6.3412,6.341137,6.175853,6.170403,3.147451,0,3.147451,3.730418,0,1.84,3.58,6
143.346,0,6.3412,6.341138,6.160663,6.170403,3.20083,0,3.20083,3.730418,0,1.84,3.58,6
143.446,0,6.3412,6.341139,6.169705,6.170403,3.170251,0,3.170251,3.730418,0,1.84,3.58,6
143.545,0,6.3412,6.341139,6.161386,6.170403,3.200162,0,3.200162,3.730418,0,1.84,3.58,6
143.646,0,6.3412,6.34114,6.16645,6.170403,3.183694,0,3.183694,3.730418,0,1.84,3.58,6
143.746,0,6.3412,6.341141,6.162833,6.170403,3.197369,0,3.197369,3.730418,0,1.84,3.58,6
143.846,0,6.3412,6.341141,6.152344,6.170403,3.236313,0,3.236313,3.730418,0,1.84,3.58,6
143.946,0,6.3412,6.341142,6.150897,6.170403,3.244815,0,3.244815,3.730418,0,1.84,3.58,6
144.046,0,6.3412,6.341143,6.146195,6.170403,3.265238,0,3.265238,3.730418,0,1.84,3.58,6
144.145,0,6.3412,6.341143,6.149812,6.170403,3.256744,0,3.256744,3.730418,0,1.84,3.58,6
144.246,0,6.3412,6.341144,6.161024,6.170403,3.220392,0,3.220392,3.730418,0,1.84,3.58,6
144.346,0,6.3412,6.341144,6.159577,6.170403,3.227298,0,3.227298,3.730418,0,1.84,3.58,6
144.445,0,6.3412,6.341145,6.153067,6.170403,3.252596,0,3.252596,3.730418,0,1.84,3.58,6
144.546,0,6.3412,6.341146,6.148365,6.170403,3.27262,0,3.27262,3.730418,0,1.84,3.58,6
144.644,0,6.3412,6.341146,6.158131,6.170403,3.241714,0,3.241714,3.730418,0,1.84,3.58,6
144.746,0,6.3412,6.341147,6.154875,6.170403,3.255626,0,3.255626,3.730418,0,1.84,3.58,6
144.845,0,6.3412,6.341147,6.14945,6.170403,3.277905,0,3.277905,3.730418,0,1.84,3.58,6
144.946,0,6.3412,6.341148,6.159577,6.170403,3.245505,0,3.245505,3.730418,0,1.84,3.58,6
145.046,0,6.3412,6.341148,6.164641,6.170403,3.22937,0,3.22937,3.730418,0,1.84,3.58,6
145.145,0,6.3412,6.341149,6.158131,6.170403,3.253737,0,3.253737,3.730418,0,1.84,3.58,6
145.246,0,6.3412,6.34115,6.158131,6.170403,3.255995,0,3.255995,3.730418,0,1.84,3.58,6
145.346,0,6.3412,6.34115,6.163194,6.170403,3.240126,0,3.240126,3.730418,0,1.84,3.58,6
145.446,0,6.3412,6.341151,6.153067,6.170403,3.277707,0,3.277707,3.730418,0,1.84,3.58,6
145.545,0,6.3412,6.341152,6.156684,6.170403,3.267949,0,3.267949,3.730418,0,1.84,3.58,6
145.646,0,6.3412,6.341152,6.164279,6.170403,3.243281,0,3.243281,3.730418,0,1.84,3.58,6
145.746,0,6.3412,6.341153,6.159216,6.170403,3.262536,0,3.262536,3.730418,0,1.84,3.58,6
145.845,0,6.3412,6.341154,6.162109,6.170403,3.254236,0,3.254236,3.730418,0,1.84,3.58,6
145.946,0,6.3412,6.341154,6.167173,6.170403,3.237634,0,3.237634,3.730418,0,1.84,3.58,6
146.046,0,6.3412,6.341155,6.165726,6.170403,3.243408,0,3.243408,3.730418,0,1.84,3.58,6
146.146,0,6.3412,6.341155,6.159939,6.170403,3.264986,0,3.264986,3.730418,0,1.84,3.58,6
146.246,0,6.3412,6.341156,6.170428,6.170403,3.229361,0,3.229361,3.730418,0,1.84,3.58,6
146.346,0,6.3412,6.341156,6.160663,6.170403,3.264317,0,3.264317,3.730418,0,1.84,3.58,6
146.445,0,6.3412,6.341157,6.165726,6.170403,3.247982,0,3.247982,3.730418,0,1.84,3.58,6
146.545,0,6.3412,6.341158,6.159577,6.170403,3.270855,0,3.270855,3.730418,0,1.84,3.58,6
146.646,0,6.3412,6.341158,6.159216,6.170403,3.274141,0,3.274141,3.730418,0,1.84,3.58,6
146.745,0,6.3412,6.341159,6.161024,6.170403,3.269726,0,3.269726,3.730418,0,1.84,3.58,6
146.845,0,6.3412,6.341159,6.163194,6.170403,3.263683,0,3.263683,3.730418,0,1.84,3.58,6
146.946,0,6.3412,6.34116,6.159216,6.170403,3.279252,0,3.279252,3.730418,0,1.84,3.58,6
147.046,0,6.3412,6.341161,6.166811,6.170403,3.254118,0,3.254118,3.730418,0,1.84,3.58,6
147.146,0,6.3412,6.341161,6.167896,6.170403,3.250896,0,3.250896,3.730418,0,1.84,3.58,6
147.246,0,6.3412,6.341162,6.168258,6.170403,3.250061,0,3.250061,3.730418,0,1.84,3.58,6
147.346,0,6.3412,6.341163,6.163918,6.170403,3.265996,0,3.265996,3.730418,0,1.84,3.58,6
147.446,0,6.3412,6.341163,6.178747,6.170403,3.214099,0,3.214099,3.730418,0,1.84,3.58,6
147.546,0,6.3412,6.341164,6.16862,6.170403,3.24882,0,3.24882,3.730418,0,1.84,3.58,6
147.645,0,6.3412,6.341165,6.159939,6.170403,3.280224,0,3.280224,3.730418,0,1.84,3.58,6
147.745,0,6.3412,6.341165,6.157407,6.170403,3.291214,0,3.291214,3.730418,0,1.84,3.58,6
147.845,0,6.3412,6.341166,6.157046,6.170403,3.294899,0,3.294899,3.730418,0,1.84,3.58,6
147.946,0,6.3412,6.341166,6.163918,6.170403,3.272756,0,3.272756,3.730418,0,1.84,3.58,6
148.046,0,6.3412,6.341167,6.176215,6.170403,3.229924,0,3.229924,3.730418,0,1.84,3.58,6
148.146,0,6.3412,6.341167,6.172598,6.170403,3.241803,0,3.241803,3.730418,0,1.84,3.58,6
148.246,0,6.3412,6.341168,6.150897,6.170403,3.31909,0,3.31909,3.730418,0,1.84,3.58,6
148.346,0,6.3412,6.341169,6.157407,6.170403,3.299373,0,3.299373,3.730418,0,1.84,3.58,6
148.446,0,6.3412,6.341169,6.149812,6.170403,3.328956,0,3.328956,3.730418,0,1.84,3.58,6
148.546,0,6.3412,6.34117,6.155599,6.170403,3.312028,0,3.312028,3.730418,0,1.84,3.58,6
148.646,0,6.3412,6.34117,6.165003,6.170403,3.281085,0,3.281085,3.730418,0,1.84,3.58,6
148.745,0,6.3412,6.341171,6.159216,6.170403,3.302796,0,3.302796,3.730418,0,1.84,3.58,6
148.846,0,6.3412,6.341172,6.1773,6.170403,3.240112,0,3.240112,3.730418,0,1.84,3.58,6
148.946,0,6.3412,6.341172,6.168982,6.170403,3.268624,0,3.268624,3.730418,0,1.84,3.58,6
149.046,0,6.3412,6.341173,6.165726,6.170403,3.28054,0,3.28054,3.730418,0,1.84,3.58,6
149.146,0,6.3412,6.341174,6.162833,6.170403,3.291759,0,3.291759,3.730418,0,1.84,3.58,6
149.246,0,6.3412,6.341174,6.159216,6.170403,3.3061,0,3.3061,3.730418,0,1.84,3.58,6
149.346,0,6.3412,6.341175,6.172236,6.170403,3.261545,0,3.261545,3.730418,0,1.84,3.58,6
149.446,0,6.3412,6.341176,6.172598,6.170403,3.259912,0,3.259912,3.730418,0,1.84,3.58,6
149.545,0,6.3412,6.341176,6.171875,6.170403,3.262098,0,3.262098,3.730418,0,1.84,3.58,6
149.646,0,6.3412,6.341176,6.173683,6.170403,3.255354,0,3.255354,3.730418,0,1.84,3.58,6
149.746,0,6.3412,6.341176,6.157769,6.170403,3.311723,0,3.311723,3.730418,0,1.84,3.58,6
149.846,0,6.3412,6.341176,6.175853,6.170403,3.249306,0,3.249306,3.730418,0,1.84,3.58,6
149.946,0,6.3412,6.341176,6.169343,6.170403,3.27161,0,3.27161,3.730418,0,1.84,3.58,6
150.046,0,6.3412,6.341176,6.161024,6.170403,3.301587,0,3.301587,3.730418,0,1.84,3.58,6
150.146,0,6.3412,6.341176,6.16645,6.170403,3.28389,0,3.28389,3.730418,0,1.84,3.58,6
150.246,0,6.3412,6.341176,6.164279,6.170403,3.292387,0,3.292387,3.730418,0,1.84,3.58,6
150.346,0,6.3412,6.341176,6.157769,6.170403,3.31682,0,3.31682,3.730418,0,1.84,3.58,6
150.446,0,6.3412,6.341176,6.155961,6.170403,3.325619,0,3.325619,3.730418,0,1.84,3.58,6
150.546,0,6.3412,6.341176,6.158493,6.170403,3.319213,0,3.319213,3.730418,0,1.84,3.58,6
150.646,0,6.3412,6.341176,6.16862,6.170403,3.285149,0,3.285149,3.730418,0,1.84,3.58,6
150.745,0,6.3412,6.341176,6.179109,6.170403,3.247927,0,3.247927,3.730418,0,1.84,3.58,6
150.846,0,6.3412,6.341176,6.168258,6.170403,3.28517,0,3.28517,3.730418,0,1.84,3.58,6
150.946,0,6.3412,6.341176,6.173683,6.170403,3.266143,0,3.266143,3.730418,0,1.84,3.58,6
151.046,0,6.3412,6.341176,6.175853,6.170403,3.257771,0,3.257771,3.730418,0,1.84,3.58,6
151.146,0,6.3412,6.341176,6.172236,6.170403,3.269716,0,3.269716,3.730418,0,1.84,3.58,6
151.246,0,6.3412,6.341176,6.179109,6.170403,3.244776,0,3.244776,3.730418,0,1.84,3.58,6
151.346,0,6.3412,6.341176,6.166811,6.170403,3.287198,0,3.287198,3.730418,0,1.84,3.58,6
151.446,0,6.3412,6.341176,6.172236,6.170403,3.268438,0,3.268438,3.730418,0,1.84,3.58,6
151.546,0,6.3412,6.341176,6.190683,6.170403,3.202062,0,3.202062,3.730418,0,1.84,3.58,6
151.646,0,6.3412,6.341176,6.198278,6.170403,3.171139,0,3.171139,3.730418,0,1.84,3.58,6
151.746,0,6.3412,6.341176,6.1773,6.170403,3.241111,0,3.241111,3.730418,0,1.84,3.58,6
151.846,0,6.3412,6.341176,6.185981,6.170403,3.208766,0,3.208766,3.730418,0,1.84,3.58,6
151.946,0,6.3412,6.341176,6.183449,6.170403,3.214965,0,3.214965,3.730418,0,1.84,3.58,6
152.046,0,6.3412,6.341176,6.183811,6.170403,3.211269,0,3.211269,3.730418,0,1.84,3.58,6
152.146,0,6.3412,6.341176,6.176939,6.170403,3.233404,0,3.233404,3.730418,0,1.84,3.58,6
152.246,0,6.3412,6.341176,6.178385,6.170403,3.227023,0,3.227023,3.730418,0,1.84,3.58,6
152.346,0,6.3412,6.341176,6.174768,6.170403,3.238502,0,3.238502,3.730418,0,1.84,3.58,6
152.446,0,6.3412,6.341176,6.182002,6.170403,3.211802,0,3.211802,3.730418,0,1.84,3.58,6
152.546,0,6.3412,6.341176,6.177662,6.170403,3.225206,0,3.225206,3.730418,0,1.84,3.58,6
152.646,0,6.3412,6.341176,6.184172,6.170403,3.200564,0,3.200564,3.730418,0,1.84,3.58,6
152.746,0,6.3412,6.341176,6.192491,6.170403,3.168249,0,3.168249,3.730418,0,1.84,3.58,6
152.846,0,6.3412,6.341176,6.188513,6.170403,3.178427,0,3.178427,3.730418,0,1.84,3.58,6
152.946,0,6.3412,6.341176,6.182364,6.170403,3.197108,0,3.197108,3.730418,0,1.84,3.58,6
153.045,0,6.3412,6.341176,6.186343,6.170403,3.180663,0,3.180663,3.730418,0,1.84,3.58,6
153.146,0,6.3412,6.341176,6.184896,6.170403,3.182911,0,3.182911,3.730418,0,1.84,3.58,6
153.246,0,6.3412,6.341176,6.178385,6.170403,3.203552,0,3.203552,3.730418,0,1.84,3.58,6
153.346,0,6.3412,6.341176,6.1773,6.170403,3.205966,0,3.205966,3.730418,0,1.84,3.58,6
153.446,0,6.3412,6.341176,6.178747,6.170403,3.199518,0,3.199518,3.730418,0,1.84,3.58,6
153.546,0,6.3412,6.341176,6.17513,6.170403,3.210933,0,3.210933,3.730418,0,1.84,3.58,6
153.646,0,6.3412,6.341176,6.176939,6.170403,3.203588,0,3.203588,3.730418,0,1.84,3.58,6
153.746,0,6.3412,6.341176,6.175492,6.170403,3.207565,0,3.207565,3.730418,0,1.84,3.58,6
153.846,0,6.3412,6.341176,6.17296,6.170403,3.215693,0,3.215693,3.730418,0,1.84,3.58,6
153.945,0,6.3412,6.341176,6.17513,6.170403,3.207454,0,3.207454,3.730418,0,1.84,3.58,6
154.046,0,6.3412,6.341176,6.176215,6.170403,3.202699,0,3.202699,3.730418,0,1.84,3.58,6
154.146,0,6.3412,6.341176,6.176577,6.170403,3.200334,0,3.200334,3.730418,0,1.84,3.58,6
154.246,0,6.3412,6.341176,6.171875,6.170403,3.216032,0,3.216032,3.730418,0,1.84,3.58,6
154.346,0,6.3412,6.341176,6.168982,6.170403,3.226119,0,3.226119,3.730418,0,1.84,3.58,6
154.446,0,6.3412,6.341176,6.16645,6.170403,3.235445,0,3.235445,3.730418,0,1.84,3.58,6
154.546,0,6.3412,6.341176,6.174768,6.170403,3.206391,0,3.206391,3.730418,0,1.84,3.58,6
154.646,0,6.3412,6.341176,6.180555,6.170403,3.184871,0,3.184871,3.730418,0,1.84,3.58,6
154.746,0,6.3412,6.341176,6.17513,6.170403,3.202426,0,3.202426,3.730418,0,1.84,3.58,6
154.845,0,6.3412,6.341176,6.172236,6.170403,3.211915,0,3.211915,3.730418,0,1.84,3.58,6
154.945,0,6.3412,6.341176,6.163918,6.170403,3.241359,0,3.241359,3.730418,0,1.84,3.58,6
155.046,0,6.3412,6.341176,6.168258,6.170403,3.227014,0,3.227014,3.730418,0,1.84,3.58,6
155.146,0,6.3412,6.341176,6.168982,6.170403,3.224818,0,3.224818,3.730418,0,1.84,3.58,6
155.246,0,6.3412,6.341176,6.169343,6.170403,3.223786,0,3.223786,3.730418,0,1.84,3.58,6
155.346,0,6.3412,6.341176,6.16862,6.170403,3.226571,0,3.226571,3.730418,0,1.84,3.58,6
155.446,0,6.3412,6.341176,6.175853,6.170403,3.201003,0,3.201003,3.730418,0,1.84,3.58,6
155.546,0,6.3412,6.341176,6.169705,6.170403,3.222011,0,3.222011,3.730418,0,1.84,3.58,6
155.646,0,6.3412,6.341176,6.154875,6.170403,3.27523,0,3.27523,3.730418,0,1.84,3.58,6
155.746,0,6.3412,6.341176,6.175853,6.170403,3.202986,0,3.202986,3.730418,0,1.84,3.58,6
155.846,0,6.3412,6.341176,6.168258,6.170403,3.229173,0,3.229173,3.730418,0,1.84,3.58,6
155.946,0,6.3412,6.341176,6.158854,6.170403,3.263235,0,3.263235,3.730418,0,1.84,3.58,6
156.046,0,6.3412,6.341176,6.154875,6.170403,3.279604,0,3.279604,3.730418,0,1.84,3.58,6
156.146,0,6.3412,6.341176,6.163194,6.170403,3.25268,0,3.25268,3.730418,0,1.84,3.58,6
156.246,0,6.3412,6.341176,6.16645,6.170403,3.242352,0,3.242352,3.730418,0,1.84,3.58,6
156.345,0,6.3412,6.341176,6.171875,6.170403,3.223656,0,3.223656,3.730418,0,1.84,3.58,6
156.445,0,6.3412,6.341176,6.15379,6.170403,3.288128,0,3.288128,3.730418,0,1.84,3.58,6
156.545,0,6.3412,6.341176,6.161386,6.170403,3.263993,0,3.263993,3.730418,0,1.84,3.58,6
156.646,0,6.3412,6.341176,6.167535,6.170403,3.243639,0,3.243639,3.730418,0,1.84,3.58,6
156.745,0,6.3412,6.341176,6.171152,6.170403,3.231219,0,3.231219,3.730418,0,1.84,3.58,6
156.846,0,6.3412,6.341176,6.171513,6.170403,3.229787,0,3.229787,3.730418,0,1.84,3.58,6
156.946,0,6.3412,6.341176,6.176215,6.170403,3.21275,0,3.21275,3.730418,0,1.84,3.58,6
157.045,0,6.3412,6.341176,6.173683,6.170403,3.220745,0,3.220745,3.730418,0,1.84,3.58,6
157.146,0,6.3412,6.341176,6.165364,6.170403,3.249923,0,3.249923,3.730418,0,1.84,3.58,6
157.246,0,6.3412,6.341176,6.172236,6.170403,3.226248,0,3.226248,3.730418,0,1.84,3.58,6
157.346,0,6.3412,6.341176,6.178385,6.170403,3.203898,0,3.203898,3.730418,0,1.84,3.58,6
157.445,0,6.3412,6.341176,6.17296,6.170403,3.221852,0,3.221852,3.730418,0,1.84,3.58,6
157.546,0,6.3412,6.341176,6.158493,6.170403,3.273175,0,3.273175,3.730418,0,1.84,3.58,6
157.646,0,6.3412,6.341176,6.157046,6.170403,3.280546,0,3.280546,3.730418,0,1.84,3.58,6
157.746,0,6.3412,6.341176,6.152705,6.170403,3.298543,0,3.298543,3.730418,0,1.84,3.58,6
157.846,0,6.3412,6.341176,6.161024,6.170403,3.272018,0,3.272018,3.730418,0,1.84,3.58,6
157.946,0,6.3412,6.341176,6.166088,6.170403,3.255616,0,3.255616,3.730418,0,1.84,3.58,6
158.046,0,6.3412,6.341176,6.161024,6.170403,3.274538,0,3.274538,3.730418,0,1.84,3.58,6
158.146,0,6.3412,6.341176,6.156684,6.170403,3.291801,0,3.291801,3.730418,0,1.84,3.58,6
158.246,0,6.3412,6.341176,6.158131,6.170403,3.289146,0,3.289146,3.730418,0,1.84,3.58,6
158.346,0,6.3412,6.341176,6.165726,6.170403,3.264213,0,3.264213,3.730418,0,1.84,3.58,6
158.446,0,6.3412,6.341176,6.172236,6.170403,3.241767,0,3.241767,3.730418,0,1.84,3.58,6
158.546,0,6.3412,6.341176,6.168258,6.170403,3.255672,0,3.255672,3.730418,0,1.84,3.58,6
158.646,0,6.3412,6.341176,6.148004,6.170403,3.328578,0,3.328578,3.730418,0,1.84,3.58,6
158.746,0,6.3412,6.341176,6.152344,6.170403,3.317162,0,3.317162,3.730418,0,1.84,3.58,6
158.846,0,6.3412,6.341176,6.145833,6.170403,3.343793,0,3.343793,3.730418,0,1.84,3.58,6
158.946,0,6.3412,6.341176,6.167896,6.170403,3.269327,0,3.269327,3.730418,0,1.84,3.58,6
159.046,0,6.3412,6.341176,6.157407,6.170403,3.307339,0,3.307339,3.730418,0,1.84,3.58,6
159.145,0,6.3412,6.341176,6.154152,6.170403,3.321385,0,3.321385,3.730418,0,1.84,3.58,6
159.246,0,6.3412,6.341176,6.161024,6.170403,3.299773,0,3.299773,3.730418,0,1.84,3.58,6
159.345,0,6.3412,6.341176,6.162109,6.170403,3.297613,0,3.297613,3.730418,0,1.84,3.58,6
159.445,0,6.3412,6.341176,6.165003,6.170403,3.288781,0,3.288781,3.730418,0,1.84,3.58,6
159.546,0,6.3412,6.341176,6.166811,6.170403,3.283299,0,3.283299,3.730418,0,1.84,3.58,6
159.645,0,6.3412,6.341176,6.15162,6.170403,3.338345,0,3.338345,3.730418,0,1.84,3.58,6
159.745,0,6.3412,6.341176,6.149088,6.170403,3.350865,0,3.350865,3.730418,0,1.84,3.58,6
159.846,0,6.3412,6.341176,6.161386,6.170403,3.310762,0,3.310762,3.730418,0,1.84,3.58,6
159.946,0,6.3412,6.341176,6.15162,6.170403,3.347382,0,3.347382,3.730418,0,1.84,3.58,6
160.046,0,6.3412,6.341176,6.157407,6.170403,3.330121,0,3.330121,3.730418,0,1.84,3.58,6
160.146,0,6.3412,6.341176,6.153067,6.170403,3.34805,0,3.34805,3.730418,0,1.84,3.58,6
160.245,0,6.3412,6.341176,6.149812,6.170403,3.362894,0,3.362894,3.730418,0,1.84,3.58,6
160.346,0,6.3412,6.341176,6.157407,6.170403,3.339491,0,3.339491,3.730418,0,1.84,3.58,6
160.446,0,6.3412,6.341176,6.163918,6.170403,3.318575,0,3.318575,3.730418,0,1.84,3.58,6
160.546,0,6.3412,6.341176,6.161386,6.170403,3.328832,0,3.328832,3.730418,0,1.84,3.58,6
160.646,0,6.3412,6.341176,6.163918,6.170403,3.321428,0,3.321428,3.730418,0,1.84,3.58,6
160.746,0,6.3412,6.341176,6.163194,6.170403,3.325211,0,3.325211,3.730418,0,1.84,3.58,6
160.845,0,6.3412,6.341176,6.169705,6.170403,3.303229,0,3.303229,3.730418,0,1.84,3.58,6
160.945,0,6.3412,6.341176,6.169343,6.170403,3.304653,0,3.304653,3.730418,0,1.84,3.58,6
161.046,0,6.3412,6.341176,6.174768,6.170403,3.285425,0,3.285425,3.730418,0,1.84,3.58,6
161.146,0,6.3412,6.341176,6.174768,6.170403,3.284622,0,3.284622,3.730418,0,1.84,3.58,6
161.245,0,6.3412,6.341176,6.174045,6.170403,3.286409,0,3.286409,3.730418,0,1.84,3.58,6
