t,r_l,r_g,r_gf,y,y_pb,u,u_g,u_l,u_pb,active_g,Ki_l,Kp_l,vent
394.045,0,6.3412,6.341176,6.163918,6.170403,3.268246,0,3.268246,3.730418,0,1.84,3.58,6
394.146,0,6.3412,6.341176,6.160663,6.170403,3.281091,0,3.281091,3.730418,0,1.84,3.58,6
394.246,0,6.3412,6.341176,6.184534,6.170403,3.197424,0,3.197424,3.730418,0,1.84,3.58,6
394.346,0,6.3412,6.341176,6.167896,6.170403,3.254387,0,3.254387,3.730418,0,1.84,3.58,6
394.446,0,6.3412,6.341176,6.158493,6.170403,3.288514,0,3.288514,3.730418,0,1.84,3.58,6
394.546,0,6.3412,6.341176,6.156322,6.170403,3.298476,0,3.298476,3.730418,0,1.84,3.58,6
394.646,0,6.3412,6.341176,6.16645,6.170403,3.264811,0,3.264811,3.730418,0,1.84,3.58,6
394.746,0,6.3412,6.341176,6.162833,6.170403,3.278486,0,3.278486,3.730418,0,1.84,3.58,6
394.846,0,6.3412,6.341176,6.152705,6.170403,3.316136,0,3.316136,3.730418,0,1.84,3.58,6
394.945,0,6.3412,6.341176,6.165003,6.170403,3.275367,0,3.275367,3.730418,0,1.84,3.58,6
395.046,0,6.3412,6.341176,6.182725,6.170403,3.212914,0,3.212914,3.730418,0,1.84,3.58,6
395.146,0,6.3412,6.341176,6.180917,6.170403,3.21712,0,3.21712,3.730418,0,1.84,3.58,6
395.246,0,6.3412,6.341176,6.165726,6.170403,3.269569,0,3.269569,3.730418,0,1.84,3.58,6
395.345,0,6.3412,6.341176,6.158854,6.170403,3.295032,0,3.295032,3.730418,0,1.84,3.58,6
395.446,0,6.3412,6.341176,6.159216,6.170403,3.295862,0,3.295862,3.730418,0,1.84,3.58,6
395.546,0,6.3412,6.341176,6.168982,6.170403,3.262959,0,3.262959,3.730418,0,1.84,3.58,6
395.646,0,6.3412,6.341176,6.156684,6.170403,3.307247,0,3.307247,3.730418,0,1.84,3.58,6
395.746,0,6.3412,6.341176,6.155599,6.170403,3.313656,0,3.313656,3.730418,0,1.84,3.58,6
395.846,0,6.3412,6.341176,6.159577,6.170403,3.302136,0,3.302136,3.730418,0,1.84,3.58,6
395.945,0,6.3412,6.341176,6.163918,6.170403,3.28859,0,3.28859,3.730418,0,1.84,3.58,6
396.046,0,6.3412,6.341176,6.162109,6.170403,3.296257,0,3.296257,3.730418,0,1.84,3.58,6
396.146,0,6.3412,6.341176,6.162109,6.170403,3.297783,0,3.297783,3.730418,0,1.84,3.58,6
396.245,0,6.3412,6.341176,6.151258,6.170403,3.338156,0,3.338156,3.730418,0,1.84,3.58,6
396.346,0,6.3412,6.341176,6.156322,6.170403,3.323551,0,3.323551,3.730418,0,1.84,3.58,6
396.446,0,6.3412,6.341176,6.153067,6.170403,3.337794,0,3.337794,3.730418,0,1.84,3.58,6
396.546,0,6.3412,6.341176,6.163194,6.170403,3.304729,0,3.304729,3.730418,0,1.84,3.58,6
396.646,0,6.3412,6.341176,6.159577,6.170403,3.319004,0,3.319004,3.730418,0,1.84,3.58,6
396.746,0,6.3412,6.341176,6.158493,6.170403,3.32488,0,3.32488,3.730418,0,1.84,3.58,6
396.845,0,6.3412,6.341176,6.16645,6.170403,3.298585,0,3.298585,3.730418,0,1.84,3.58,6
396.946,0,6.3412,6.341176,6.151982,6.170403,3.351107,0,3.351107,3.730418,0,1.84,3.58,6
397.046,0,6.3412,6.341176,6.157046,6.170403,3.336368,0,3.336368,3.730418,0,1.84,3.58,6
397.146,0,6.3412,6.341176,6.154875,6.170403,3.346596,0,3.346596,3.730418,0,1.84,3.58,6
397.246,0,6.3412,6.341176,6.149088,6.170403,3.37017,0,3.37017,3.730418,0,1.84,3.58,6
397.346,0,6.3412,6.341176,6.153429,6.170403,3.358555,0,3.358555,3.730418,0,1.84,3.58,6
397.446,0,6.3412,6.341176,6.158131,6.170403,3.344844,0,3.344844,3.730418,0,1.84,3.58,6
397.546,0,6.3412,6.341176,6.170428,6.170403,3.303077,0,3.303077,3.730418,0,1.84,3.58,6
397.646,0,6.3412,6.341176,6.159939,6.170403,3.340623,0,3.340623,3.730418,0,1.84,3.58,6
397.746,0,6.3412,6.341176,6.161386,6.170403,3.337369,0,3.337369,3.730418,0,1.84,3.58,6
397.845,0,6.3412,6.341176,6.149812,6.170403,3.380464,0,3.380464,3.730418,0,1.84,3.58,6
397.946,0,6.3412,6.341176,6.155237,6.170403,3.36483,0,3.36483,3.730418,0,1.84,3.58,6
398.046,0,6.3412,6.341176,6.169705,6.170403,3.315826,0,3.315826,3.730418,0,1.84,3.58,6
398.146,0,6.3412,6.341176,6.161024,6.170403,3.347032,0,3.347032,3.730418,0,1.84,3.58,6
398.246,0,6.3412,6.341176,6.171152,6.170403,3.312501,0,3.312501,3.730418,0,1.84,3.58,6
398.346,0,6.3412,6.341176,6.167896,6.170403,3.324018,0,3.324018,3.730418,0,1.84,3.58,6
398.445,0,6.3412,6.341176,6.166088,6.170403,3.330954,0,3.330954,3.730418,0,1.84,3.58,6
398.546,0,6.3412,6.341176,6.179832,6.170403,3.282543,0,3.282543,3.730418,0,1.84,3.58,6
398.646,0,6.3412,6.341176,6.162471,6.170403,3.342962,0,3.342962,3.730418,0,1.84,3.58,6
398.745,0,6.3412,6.341176,6.159577,6.170403,3.35478,0,3.35478,3.730418,0,1.84,3.58,6
398.846,0,6.3412,6.341176,6.157769,6.170403,3.363245,0,3.363245,3.730418,0,1.84,3.58,6
398.946,0,6.3412,6.341176,6.166088,6.170403,3.33579,0,3.33579,3.730418,0,1.84,3.58,6
399.045,0,6.3412,6.341176,6.173683,6.170403,3.309392,0,3.309392,3.730418,0,1.84,3.58,6
399.146,0,6.3412,6.341176,6.174045,6.170403,3.307493,0,3.307493,3.730418,0,1.84,3.58,6
399.246,0,6.3412,6.341176,6.171513,6.170403,3.315887,0,3.315887,3.730418,0,1.84,3.58,6
399.346,0,6.3412,6.341176,6.172598,6.170403,3.311798,0,3.311798,3.730418,0,1.84,3.58,6
399.446,0,6.3412,6.341176,6.168982,6.170403,3.324342,0,3.324342,3.730418,0,1.84,3.58,6
399.546,0,6.3412,6.341176,6.167896,6.170403,3.328489,0,3.328489,3.730418,0,1.84,3.58,6
399.646,0,6.3412,6.341176,6.173683,6.170403,3.308233,0,3.308233,3.730418,0,1.84,3.58,6
399.746,0,6.3412,6.341176,6.182725,6.170403,3.275259,0,3.275259,3.730418,0,1.84,3.58,6
399.846,0,6.3412,6.341176,6.185257,6.170403,3.263927,0,3.263927,3.730418,0,1.84,3.58,6
399.946,0,6.3412,6.341176,6.173683,6.170403,3.302629,0,3.302629,3.730418,0,1.84,3.58,6
400.046,0,6.3412,6.341176,6.173683,6.170403,3.302026,0,3.302026,3.730418,0,1.84,3.58,6
400.146,0,6.3412,6.341176,6.17296,6.170403,3.304012,0,3.304012,3.730418,0,1.84,3.58,6
400.246,0,6.3412,6.341176,6.174768,6.170403,3.297067,0,3.297067,3.730418,0,1.84,3.58,6
400.346,0,6.3412,6.341176,6.175492,6.170403,3.293674,0,3.293674,3.730418,0,1.84,3.58,6
400.446,0,6.3412,6.341176,6.17296,6.170403,3.301802,0,3.301802,3.730418,0,1.84,3.58,6
400.546,0,6.3412,6.341176,6.165726,6.170403,3.327228,0,3.327228,3.730418,0,1.84,3.58,6
400.646,0,6.3412,6.341176,6.172236,6.170403,3.304782,0,3.304782,3.730418,0,1.84,3.58,6
400.746,0,6.3412,6.341176,6.166811,6.170403,3.323866,0,3.323866,3.730418,0,1.84,3.58,6
400.846,0,6.3412,6.341176,6.168258,6.170403,3.319348,0,3.319348,3.730418,0,1.84,3.58,6
400.946,0,6.3412,6.341176,6.168982,6.170403,3.317153,0,3.317153,3.730418,0,1.84,3.58,6
401.046,0,4.4884,6.341176,6.173683,6.170403,3.298347,3.298347,0,3.730418,1,1.84,3.58,6
401.146,0,4.4884,6.341176,6.173322,6.170403,3.311517,3.311517,0,3.730418,1,1.84,3.58,6
401.246,0,4.4884,6.340991,6.158131,6.170403,3.383291,3.383291,0,3.730418,1,1.84,3.58,6
401.346,0,4.4884,6.340624,6.17513,6.170403,3.326627,3.326627,0,3.730418,1,1.84,3.58,6
401.446,0,4.4884,6.340079,6.164279,6.170403,3.379436,3.379436,0,3.730418,1,1.84,3.58,6
401.546,0,4.4884,6.33936,6.163556,6.170403,3.391759,3.391759,0,3.730418,1,1.84,3.58,6
401.645,0,4.4884,6.33847,6.171875,6.170403,3.36723,3.36723,0,3.730418,1,1.84,3.58,6
401.746,0,4.4884,6.337413,6.169343,6.170403,3.384791,3.384791,0,3.730418,1,1.84,3.58,6
401.846,0,4.4884,6.336193,6.167896,6.170403,3.39746,3.39746,0,3.730418,1,1.84,3.58,6
401.946,0,4.4884,6.334811,6.176939,6.170403,3.367547,3.367547,0,3.730418,1,1.84,3.58,6
402.046,0,4.4884,6.333272,6.174768,6.170403,3.381123,3.381123,0,3.730418,1,1.84,3.58,6
402.145,0,4.4884,6.33158,6.179832,6.170403,3.365195,3.365195,0,3.730418,1,1.84,3.58,6
402.246,0,4.4884,6.329737,6.168258,6.170403,3.414739,3.414739,0,3.730418,1,1.84,3.58,6
402.346,0,4.4884,6.327746,6.182002,6.170403,3.363106,3.363106,0,3.730418,1,1.84,3.58,6
402.446,0,4.4884,6.325612,6.183449,6.170403,3.358982,3.358982,0,3.730418,1,1.84,3.58,6
402.545,0,4.4884,6.323336,6.188513,6.170403,3.339573,3.339573,0,3.730418,1,1.84,3.58,6
402.645,0,4.4884,6.320921,6.182364,6.170403,3.363947,3.363947,0,3.730418,1,1.84,3.58,6
402.746,0,4.4884,6.318371,6.187066,6.170403,3.344639,3.344639,0,3.730418,1,1.84,3.58,6
402.846,0,4.4884,6.31569,6.191406,6.170403,3.325743,3.325743,0,3.730418,1,1.84,3.58,6
402.946,0,4.4884,6.312878,6.183087,6.170403,3.356473,3.356473,0,3.730418,1,1.84,3.58,6
403.046,0,4.4884,6.309941,6.187066,6.170403,3.337894,3.337894,0,3.730418,1,1.84,3.58,6
403.146,0,4.4884,6.306879,6.187066,6.170403,3.334248,3.334248,0,3.730418,1,1.84,3.58,6
403.246,0,4.4884,6.303697,6.186343,6.170403,3.332799,3.332799,0,3.730418,1,1.84,3.58,6
403.346,0,4.4884,6.300396,6.178385,6.170403,3.359643,3.359643,0,3.730418,1,1.84,3.58,6
403.446,0,4.4884,6.29698,6.190683,6.170403,3.305329,3.305329,0,3.730418,1,1.84,3.58,6
403.546,0,4.4884,6.293451,6.185619,6.170403,3.318909,3.318909,0,3.730418,1,1.84,3.58,6
403.646,0,4.4884,6.289813,6.186343,6.170403,3.309007,3.309007,0,3.730418,1,1.84,3.58,6
403.746,0,4.4884,6.286066,6.188874,6.170403,3.291136,3.291136,0,3.730418,1,1.84,3.58,6
403.846,0,4.4884,6.282214,6.173322,6.170403,3.344742,3.344742,0,3.730418,1,1.84,3.58,6
403.946,0,4.4884,6.278258,6.194661,6.170403,3.251185,3.251185,0,3.730418,1,1.84,3.58,6
404.046,0,4.4884,6.274203,6.196832,6.170403,3.232135,3.232135,0,3.730418,1,1.84,3.58,6
404.145,0,4.4884,6.270051,6.204065,6.170403,3.192005,3.192005,0,3.730418,1,1.84,3.58,6
404.246,0,4.4884,6.265802,6.191044,6.170403,3.231714,3.231714,0,3.730418,1,1.84,3.58,6
404.346,0,4.4884,6.26146,6.196832,6.170403,3.196431,3.196431,0,3.730418,1,1.84,3.58,6
404.446,0,4.4884,6.257028,6.194661,6.170403,3.191908,3.191908,0,3.730418,1,1.84,3.58,6
404.546,0,4.4884,6.252507,6.1943,6.170403,3.179634,3.179634,0,3.730418,1,1.84,3.58,6
404.646,0,4.4884,6.247899,6.196832,6.170403,3.15515,3.15515,0,3.730418,1,1.84,3.58,6
404.746,0,4.4884,6.243207,6.196108,6.170403,3.142852,3.142852,0,3.730418,1,1.84,3.58,6
404.846,0,4.4884,6.238433,6.199002,6.170403,3.115477,3.115477,0,3.730418,1,1.84,3.58,6
404.945,0,4.4884,6.233579,6.19213,6.170403,3.126311,3.126311,0,3.730418,1,1.84,3.58,6
405.046,0,4.4884,6.228647,6.190321,6.170403,3.116717,3.116717,0,3.730418,1,1.84,3.58,6
405.145,0,4.4884,6.223639,6.197917,6.170403,3.068987,3.068987,0,3.730418,1,1.84,3.58,6
405.246,0,4.4884,6.218557,6.190321,6.170403,3.080841,3.080841,0,3.730418,1,1.84,3.58,6
405.346,0,4.4884,6.213403,6.189598,6.170403,3.065096,3.065096,0,3.730418,1,1.84,3.58,6
405.445,0,4.4884,6.20818,6.179471,6.170403,3.086378,3.086378,0,3.730418,1,1.84,3.58,6
405.546,0,4.4884,6.202888,6.185257,6.170403,3.044072,3.044072,0,3.730418,1,1.84,3.58,6
405.645,0,4.4884,6.19753,6.181641,6.170403,3.038342,3.038342,0,3.730418,1,1.84,3.58,6
405.746,0,4.4884,6.192109,6.190683,6.170403,2.981599,2.981599,0,3.730418,1,1.84,3.58,6
405.846,0,4.4884,6.186624,6.176939,6.170403,3.014738,3.014738,0,3.730418,1,1.84,3.58,6
405.946,0,4.4884,6.181079,6.164279,6.170403,3.043871,3.043871,0,3.730418,1,1.84,3.58,6
406.046,0,4.4884,6.175475,6.165726,6.170403,3.016843,3.016843,0,3.730418,1,1.84,3.58,6
406.146,0,4.4884,6.169814,6.174407,6.170403,2.96016,2.96016,0,3.730418,1,1.84,3.58,6
406.246,0,4.4884,6.164097,6.164279,6.170403,2.977482,2.977482,0,3.730418,1,1.84,3.58,6
406.346,0,4.4884,6.158327,6.17079,6.170403,2.928347,2.928347,0,3.730418,1,1.84,3.58,6
406.446,0,4.4884,6.152504,6.176577,6.170403,2.881033,2.881033,0,3.730418,1,1.84,3.58,6
406.546,0,4.4884,6.146631,6.179109,6.170403,2.845729,2.845729,0,3.730418,1,1.84,3.58,6
406.645,0,4.4884,6.140708,6.171152,6.170403,2.851594,2.851594,0,3.730418,1,1.84,3.58,6
406.746,0,4.4884,6.134738,6.168258,6.170403,2.837157,2.837157,0,3.730418,1,1.84,3.58,6
406.846,0,4.4884,6.128723,6.162471,6.170403,2.833899,2.833899,0,3.730418,1,1.84,3.58,6
406.945,0,4.4884,6.122663,6.167535,6.170403,2.787042,2.787042,0,3.730418,1,1.84,3.58,6
407.046,0,4.4884,6.116561,6.159939,6.170403,2.789873,2.789873,0,3.730418,1,1.84,3.58,6
407.146,0,4.4884,6.110417,6.149088,6.170403,2.805666,2.805666,0,3.730418,1,1.84,3.58,6
407.246,0,4.4884,6.104233,6.148004,6.170403,2.782562,2.782562,0,3.730418,1,1.84,3.58,6
407.346,0,4.4884,6.098011,6.153067,6.170403,2.734353,2.734353,0,3.730418,1,1.84,3.58,6
407.446,0,4.4884,6.091751,6.148727,6.170403,2.722822,2.722822,0,3.730418,1,1.84,3.58,6
407.546,0,4.4884,6.085456,6.147642,6.170403,2.697994,2.697994,0,3.730418,1,1.84,3.58,6
407.646,0,4.4884,6.079126,6.149812,6.170403,2.65964,2.65964,0,3.730418,1,1.84,3.58,6
407.746,0,4.4884,6.072763,6.139323,6.170403,2.671196,2.671196,0,3.730418,1,1.84,3.58,6
407.846,0,4.4884,6.066368,6.152344,6.170403,2.588874,2.588874,0,3.730418,1,1.84,3.58,6
407.946,0,4.4884,6.059943,6.144386,6.170403,2.588986,2.588986,0,3.730418,1,1.84,3.58,6
408.046,0,4.4884,6.053489,6.143301,6.170403,2.561596,2.561596,0,3.730418,1,1.84,3.58,6
408.146,0,4.4884,6.047006,6.131004,6.170403,2.578569,2.578569,0,3.730418,1,1.84,3.58,6
408.246,0,4.4884,6.040497,6.128472,6.170403,2.556778,2.556778,0,3.730418,1,1.84,3.58,6
408.346,0,4.4884,6.033962,6.11943,6.170403,2.560649,2.560649,0,3.730418,1,1.84,3.58,6
408.446,0,4.4884,6.027402,6.108579,6.170403,2.571832,2.571832,0,3.730418,1,1.84,3.58,6
408.546,0,4.4884,6.020819,6.115089,6.170403,2.513776,2.513776,0,3.730418,1,1.84,3.58,6
408.646,0,4.4884,6.014214,6.108218,6.170403,2.508241,2.508241,0,3.730418,1,1.84,3.58,6
408.746,0,4.4884,6.007587,6.102069,6.170403,2.49975,2.49975,0,3.730418,1,1.84,3.58,6
408.846,0,4.4884,6.000941,6.094111,6.170403,2.498381,2.498381,0,3.730418,1,1.84,3.58,6
408.945,0,4.4884,5.994276,6.090133,6.170403,2.481112,2.481112,0,3.730418,1,1.84,3.58,6
409.046,0,4.4884,5.987592,6.098452,6.170403,2.414392,2.414392,0,3.730418,1,1.84,3.58,6
409.146,0,4.4884,5.980892,6.088325,6.170403,2.420341,2.420341,0,3.730418,1,1.84,3.58,6
409.246,0,4.4884,5.974175,6.078197,6.170403,2.426466,2.426466,0,3.730418,1,1.84,3.58,6
409.346,0,4.4884,5.967444,6.07458,6.170403,2.406727,2.406727,0,3.730418,1,1.84,3.58,6
409.445,0,4.4884,5.9607,6.0659,6.170403,2.40697,2.40697,0,3.730418,1,1.84,3.58,6
409.546,0,4.4884,5.953941,6.06373,6.170403,2.381253,2.381253,0,3.730418,1,1.84,3.58,6
409.645,0,4.4884,5.947172,6.0489,6.170403,2.405808,2.405808,0,3.730418,1,1.84,3.58,6
409.746,0,4.4884,5.940391,6.055772,6.170403,2.344074,2.344074,0,3.730418,1,1.84,3.58,6
409.846,0,4.4884,5.933599,6.047092,6.170403,2.343552,2.343552,0,3.730418,1,1.84,3.58,6
409.946,0,4.4884,5.926798,6.04456,6.170403,2.318531,2.318531,0,3.730418,1,1.84,3.58,6
410.046,0,4.4884,5.919988,6.039858,6.170403,2.301855,2.301855,0,3.730418,1,1.84,3.58,6
410.146,0,4.4884,5.913171,6.038411,6.170403,2.271986,2.271986,0,3.730418,1,1.84,3.58,6
410.246,0,4.4884,5.906348,6.02105,6.170403,2.305367,2.305367,0,3.730418,1,1.84,3.58,6
410.345,0,4.4884,5.899518,6.01237,6.170403,2.304741,2.304741,0,3.730418,1,1.84,3.58,6
410.446,0,4.4884,5.892683,6.017433,6.170403,2.249247,2.249247,0,3.730418,1,1.84,3.58,6
410.545,0,4.4884,5.885843,6.009476,6.170403,2.244983,2.244983,0,3.730418,1,1.84,3.58,6
410.646,0,4.4884,5.879,5.987775,6.170403,2.295762,2.295762,0,3.730418,1,1.84,3.58,6
410.746,0,4.4884,5.872154,5.994285,6.170403,2.234723,2.234723,0,3.730418,1,1.84,3.58,6
410.845,0,4.4884,5.865305,5.991392,6.170403,2.210354,2.210354,0,3.730418,1,1.84,3.58,6
410.946,0,4.4884,5.858456,5.990306,6.170403,2.178472,2.178472,0,3.730418,1,1.84,3.58,6
411.046,0,4.4884,5.851606,5.973307,6.170403,2.20984,2.20984,0,3.730418,1,1.84,3.58,6
411.146,0,4.4884,5.844756,5.966435,6.170403,2.201409,2.201409,0,3.730418,1,1.84,3.58,6
411.246,0,4.4884,5.837907,5.968244,6.170403,2.15826,2.15826,0,3.730418,1,1.84,3.58,6
411.345,0,4.4884,5.831059,5.970775,6.170403,2.111619,2.111619,0,3.730418,1,1.84,3.58,6
411.446,0,4.4884,5.824213,5.959925,6.170403,2.117855,2.117855,0,3.730418,1,1.84,3.58,6
411.546,0,4.4884,5.817369,5.936415,6.170403,2.175022,2.175022,0,3.730418,1,1.84,3.58,6
411.646,0,4.4884,5.810529,5.930989,6.170403,2.16103,2.16103,0,3.730418,1,1.84,3.58,6
411.746,0,4.4884,5.803692,5.934968,6.170403,2.109335,2.109335,0,3.730418,1,1.84,3.58,6
411.846,0,4.4884,5.796861,5.9375,6.170403,2.062691,2.062691,0,3.730418,1,1.84,3.58,6
411.946,0,4.4884,5.790034,5.921947,6.170403,2.087751,2.087751,0,3.730418,1,1.84,3.58,6
412.046,0,4.4884,5.783213,5.917245,6.170403,2.070039,2.070039,0,3.730418,1,1.84,3.58,6
412.146,0,4.4884,5.776398,5.902416,6.170403,2.092718,2.092718,0,3.730418,1,1.84,3.58,6
412.246,0,4.4884,5.76959,5.892289,6.170403,2.097173,2.097173,0,3.730418,1,1.84,3.58,6
412.346,0,4.4884,5.76279,5.883608,6.170403,2.096103,2.096103,0,3.730418,1,1.84,3.58,6
412.446,0,4.4884,5.755997,5.883246,6.170403,2.061924,2.061924,0,3.730418,1,1.84,3.58,6
412.546,0,4.4884,5.749213,5.887587,6.170403,2.00852,2.00852,0,3.730418,1,1.84,3.58,6
412.646,0,4.4884,5.742438,5.880353,6.170403,2.000666,2.000666,0,3.730418,1,1.84,3.58,6
412.746,0,4.4884,5.735672,5.862268,6.170403,2.036287,2.036287,0,3.730418,1,1.84,3.58,6
412.846,0,4.4884,5.728916,5.846354,6.170403,2.064058,2.064058,0,3.730418,1,1.84,3.58,6
412.946,0,4.4884,5.72217,5.837674,6.170403,2.063577,2.063577,0,3.730418,1,1.84,3.58,6
413.045,0,4.4884,5.715436,5.834056,6.170403,2.043022,2.043022,0,3.730418,1,1.84,3.58,6
413.146,0,4.4884,5.708712,5.816334,6.170403,2.078715,2.078715,0,3.730418,1,1.84,3.58,6
413.246,0,4.4884,5.702001,5.818866,6.170403,2.034208,2.034208,0,3.730418,1,1.84,3.58,6
413.346,0,4.4884,5.695302,5.801866,6.170403,2.06723,2.06723,0,3.730418,1,1.84,3.58,6
413.445,0,4.4884,5.688614,5.802228,6.170403,2.031574,2.031574,0,3.730418,1,1.84,3.58,6
413.546,0,4.4884,5.681941,5.791016,6.170403,2.041775,2.041775,0,3.730418,1,1.84,3.58,6
413.646,0,4.4884,5.675281,5.771484,6.170403,2.085625,2.085625,0,3.730418,1,1.84,3.58,6
413.745,0,4.4884,5.668634,5.771122,6.170403,2.053752,2.053752,0,3.730418,1,1.84,3.58,6
413.846,0,4.4884,5.662002,5.766782,6.170403,2.037409,2.037409,0,3.730418,1,1.84,3.58,6
413.946,0,4.4884,5.655385,5.751591,6.170403,2.06437,2.06437,0,3.730418,1,1.84,3.58,6
414.046,0,4.4884,5.648782,5.749783,6.170403,2.038457,2.038457,0,3.730418,1,1.84,3.58,6
414.146,0,4.4884,5.642194,5.752315,6.170403,1.994911,1.994911,0,3.730418,1,1.84,3.58,6
414.246,0,4.4884,5.635623,5.75123,6.170403,1.965255,1.965255,0,3.730418,1,1.84,3.58,6
414.345,0,4.4884,5.629066,5.733145,6.170403,2.003276,2.003276,0,3.730418,1,1.84,3.58,6
414.446,0,4.4884,5.622527,5.737485,6.170403,1.952473,1.952473,0,3.730418,1,1.84,3.58,6
414.546,0,4.4884,5.616005,5.715784,6.170403,2.005142,2.005142,0,3.730418,1,1.84,3.58,6
414.645,0,4.4884,5.6095,5.699508,6.170403,2.037241,2.037241,0,3.730418,1,1.84,3.58,6
414.746,0,4.4884,5.603012,5.716869,6.170403,1.935547,1.935547,0,3.730418,1,1.84,3.58,6
414.846,0,4.4884,5.596541,5.694083,6.170403,1.992838,1.992838,0,3.730418,1,1.84,3.58,6
414.945,0,4.4884,5.590089,5.692274,6.170403,1.967435,1.967435,0,3.730418,1,1.84,3.58,6
415.046,0,4.4884,5.583655,5.690466,6.170403,1.941779,1.941779,0,3.730418,1,1.84,3.58,6
415.146,0,4.4884,5.577239,5.696253,6.170403,1.885491,1.885491,0,3.730418,1,1.84,3.58,6
415.245,0,4.4884,5.570842,5.683594,6.170403,1.902209,1.902209,0,3.730418,1,1.84,3.58,6
415.346,0,4.4884,5.564465,5.681062,6.170403,1.878934,1.878934,0,3.730418,1,1.84,3.58,6
415.446,0,4.4884,5.558106,5.668041,6.170403,1.897422,1.897422,0,3.730418,1,1.84,3.58,6
415.546,0,4.4884,5.551767,5.663339,6.170403,1.883176,1.883176,0,3.730418,1,1.84,3.58,6
415.646,0,4.4884,5.545448,5.647063,6.170403,1.915195,1.915195,0,3.730418,1,1.84,3.58,6
415.746,0,4.4884,5.539149,5.650318,6.170403,1.869867,1.869867,0,3.730418,1,1.84,3.58,6
415.846,0,4.4884,5.53287,5.645978,6.170403,1.85433,1.85433,0,3.730418,1,1.84,3.58,6
415.945,0,4.4884,5.526612,5.639468,6.170403,1.847419,1.847419,0,3.730418,1,1.84,3.58,6
416.045,0,4.4884,5.520374,5.628978,6.170403,1.856525,1.856525,0,3.730418,1,1.84,3.58,6
416.145,0,4.4884,5.514158,5.622468,6.170403,1.8501,1.8501,0,3.730418,1,1.84,3.58,6
416.246,0,4.4884,5.507962,5.622107,6.170403,1.81918,1.81918,0,3.730418,1,1.84,3.58,6
416.346,0,4.4884,5.501788,5.624277,6.170403,1.777813,1.777813,0,3.730418,1,1.84,3.58,6
416.446,0,4.4884,5.495635,5.618489,6.170403,1.767776,1.767776,0,3.730418,1,1.84,3.58,6
416.546,0,4.4884,5.489504,5.608,6.170403,1.776609,1.776609,0,3.730418,1,1.84,3.58,6
416.646,0,4.4884,5.483395,5.600767,6.170403,1.772812,1.772812,0,3.730418,1,1.84,3.58,6
416.746,0,4.4884,5.477308,5.584491,6.170403,1.805352,1.805352,0,3.730418,1,1.84,3.58,6
416.846,0,4.4884,5.471242,5.580874,6.170403,1.788055,1.788055,0,3.730418,1,1.84,3.58,6
416.946,0,4.4884,5.4652,5.568938,6.170403,1.803955,1.803955,0,3.730418,1,1.84,3.58,6
417.046,0,4.4884,5.45918,5.571108,6.170403,1.763933,1.763933,0,3.730418,1,1.84,3.58,6
417.146,0,4.4884,5.453183,5.560619,6.170403,1.774065,1.774065,0,3.730418,1,1.84,3.58,6
417.246,0,4.4884,5.447209,5.54796,6.170403,1.793286,1.793286,0,3.730418,1,1.84,3.58,6
417.346,0,4.4884,5.441258,5.545066,6.170403,1.774003,1.774003,0,3.730418,1,1.84,3.58,6
417.446,0,4.4884,5.435329,5.553747,6.170403,1.708299,1.708299,0,3.730418,1,1.84,3.58,6
417.546,0,4.4884,5.429425,5.546875,6.170403,1.70388,1.70388,0,3.730418,1,1.84,3.58,6
417.645,0,4.4884,5.423543,5.530237,6.170403,1.738685,1.738685,0,3.730418,1,1.84,3.58,6
417.746,0,4.4884,5.417686,5.519025,6.170403,1.752634,1.752634,0,3.730418,1,1.84,3.58,6
417.846,0,4.4884,5.411851,5.519386,6.170403,1.720756,1.720756,0,3.730418,1,1.84,3.58,6
417.946,0,4.4884,5.406041,5.506366,6.170403,1.742069,1.742069,0,3.730418,1,1.84,3.58,6
418.045,0,4.4884,5.400254,5.509259,6.170403,1.700325,1.700325,0,3.730418,1,1.84,3.58,6
418.146,0,4.4884,5.394491,5.502387,6.170403,1.697131,1.697131,0,3.730418,1,1.84,3.58,6
418.246,0,4.4884,5.388752,5.498047,6.170403,1.683986,1.683986,0,3.730418,1,1.84,3.58,6
418.346,0,4.4884,5.383038,5.50094,6.170403,1.641904,1.641904,0,3.730418,1,1.84,3.58,6
418.445,0,4.4884,5.377348,5.495153,6.170403,1.634038,1.634038,0,3.730418,1,1.84,3.58,6
418.546,0,4.4884,5.371682,5.481047,6.170403,1.659554,1.659554,0,3.730418,1,1.84,3.58,6
418.646,0,4.4884,5.366041,5.465495,6.170403,1.691543,1.691543,0,3.730418,1,1.84,3.58,6
418.746,0,4.4884,5.360424,5.46658,6.170403,1.657771,1.657771,0,3.730418,1,1.84,3.58,6
418.846,0,4.4884,5.354831,5.452474,6.170403,1.684396,1.684396,0,3.730418,1,1.84,3.58,6
418.946,0,4.4884,5.349264,5.456091,6.170403,1.640822,1.640822,0,3.730418,1,1.84,3.58,6
419.046,0,4.4884,5.34372,5.453921,6.170403,1.619851,1.619851,0,3.730418,1,1.84,3.58,6
419.146,0,4.4884,5.338202,5.449219,6.170403,1.608874,1.608874,0,3.730418,1,1.84,3.58,6
419.246,0,4.4884,5.332709,5.433304,6.170403,1.642788,1.642788,0,3.730418,1,1.84,3.58,6
