time,y13_data,y23_data,y16_data,y26_data,y19_data,y29_data,y3n_model,y3f_model,y6n_model,y6f_model,y9n_model,y9f_model
26.5,0.670340401785714,0.443638392857143,0.539899553571429,0.387137276785714,0.544782366071429,0.3564453125,0.678370422327814,0.479692614246536,0.563906467487473,0.412742316680184,0.562985470429042,0.404593232506838
26.6,0.666852678571429,0.440848214285714,0.542689732142857,0.380859375,0.533621651785714,0.378766741071429,0.679181232499508,0.480393380555033,0.564340027752965,0.413123272536579,0.563410336140359,0.404996336412996
26.7,0.6787109375,0.456891741071429,0.545479910714286,0.367606026785714,0.536411830357143,0.3662109375,0.67998599204428,0.481089734237777,0.564769295750529,0.413500833804555,0.563830953077293,0.405396018486243
26.8,0.666852678571429,0.450613839285714,0.544782366071429,0.376674107142857,0.537109375,0.369001116071429,0.680784746114605,0.481781703080442,0.565194313973829,0.413875030732317,0.564247363728759,0.405792307773532
26.9,0.669642857142857,0.449916294642857,0.544084821428571,0.371791294642857,0.536411830357143,0.366908482142857,0.681577539526011,0.482469314693743,0.565615124495839,0.414245893298537,0.564659610158773,0.406185233075247
27,0.6689453125,0.447126116071429,0.5419921875,0.389229910714286,0.542689732142857,0.366908482142857,0.682364416759591,0.483152596514534,0.566031768973008,0.414613451214753,0.5650677340107,0.406574822947291
27.1,0.6689453125,0.452008928571429,0.5322265625,0.380161830357143,0.530831473214286,0.355747767857143,0.683145421964501,0.483831575806902,0.566444288649384,0.414977733927754,0.565471776511457,0.406961105703166
27.2,0.671735491071429,0.44921875,0.545479910714286,0.383649553571429,0.535714285714286,0.3662109375,0.683920598960438,0.484506279663257,0.5668527243607,0.415338770621937,0.565871778475684,0.407344109416028
27.3,0.6640625,0.463169642857143,0.543387276785714,0.377371651785714,0.5322265625,0.364815848214286,0.684689991240093,0.48517673500541,0.567257116538408,0.415696590221646,0.566267780309861,0.407723861920728
27.4,0.670340401785714,0.4638671875,0.555245535714286,0.375279017857143,0.537806919642857,0.359933035714286,0.685453641971599,0.485842968585652,0.567657505213691,0.416051221393487,0.566659822016392,0.408100390815836
27.5,0.670340401785714,0.454799107142857,0.537806919642857,0.376674107142857,0.537109375,0.3564453125,0.686211594000947,0.486505006987817,0.568053930021418,0.416402692548626,0.567047943197647,0.408473723465645
