t,r,y,ym,u,theta1,theta2,theta3
226.7,2,1.99067872057647,2.01498382418952,2.92219668111432,1.30775132806965,8.89201736499694,0.164643300955489
226.8,2,1.99056520816183,2.01467109356956,2.92235844346886,1.30775162991952,8.89201736459652,0.164643545827442
226.9,2,1.99045507331979,2.01436489001768,2.92251582986573,1.30775192905698,8.89201736420706,0.164643788654594
227,2,1.99034822004484,2.01406507730605,2.92266896152002,1.30775222552958,8.89201736382825,0.164644029470071
227.1,2,1.99024455502771,2.01377152205006,2.92281795631839,1.30775251938411,8.89201736345978,0.164644268306541
227.2,2,1.99014398758044,2.013484093649,2.92296292890909,1.30775281066656,8.89201736310133,0.164644505196222
227.3,2,1.99004642956348,2.01320266422797,2.9231039907902,1.30775309942216,8.89201736275264,0.164644740170883
227.4,2,1.9899517953148,2.01292710858097,2.92324125039466,1.30775338569541,8.89201736241341,0.16464497326185
227.5,2,1.98986000158103,2.01265730411518,2.92337481317372,1.30775366953003,8.89201736208337,0.164645204500004
227.6,2,1.98977096745032,2.01239313079648,2.92350478167806,1.30775395096904,8.89201736176226,0.164645433915791
227.7,2,1.98968461428727,2.01213447109598,2.92363125563636,1.30775423005472,8.89201736144982,0.164645661539222
227.8,2,1.98960086566944,2.01188120993776,2.92375433203224,1.30775450682865,8.8920173611458,0.164645887399876
227.9,2,1.98951964732578,2.0116332346477,2.92387410517899,1.3077547813317,8.89201736084995,0.164646111526906
228,2,1.98944088707664,2.01139043490329,2.92399066679219,1.30775505360405,8.89201736056205,0.164646333949042
228.1,2,1.98936451477548,2.0111527026846,2.92410410606042,1.30775532368522,8.89201736028186,0.164646554694595
228.2,2,1.98929046225223,2.01091993222623,2.9242145097143,1.30775559161403,8.89201736000916,0.16464677379146
228.3,2,1.98921866325809,2.01069201997019,2.92432196209334,1.30775585742867,8.89201735974375,0.164646991267121
228.4,2,1.989149053412,2.01046886451992,2.92442654521131,1.30775612116666,8.8920173594854,0.164647207148656
228.5,2,1.98908157014848,2.01025036659507,2.92452833881976,1.30775638286489,8.89201735923393,0.164647421462738
228.6,2,1.98901615266699,2.01003642898745,2.92462742046955,1.30775664255962,8.89201735898913,0.164647634235642
228.7,2,1.98895274188259,2.00982695651769,2.92472386557115,1.30775690028648,8.89201735875081,0.164647845493248
228.8,2,1.98889128037808,2.00962185599294,2.92481774745327,1.3077571560805,8.8920173585188,0.164648055261044
228.9,2,1.98883171235739,2.00942103616539,2.9249091374195,1.30775740997611,8.89201735829291,0.164648263564134
229,2,1.98877398360027,2.00922440769168,2.92499810480382,1.30775766200714,8.89201735807296,0.164648470427235
229.1,2,1.98871804141822,2.00903188309317,2.92508471702456,1.30775791220684,8.8920173578588,0.164648675874692
229.2,2,1.98866383461172,2.008843376717,2.92516903963682,1.30775816060788,8.89201735765025,0.16464887993047
229.3,2,1.98861131342852,2.00865880469798,2.92525113638343,1.30775840724239,8.89201735744716,0.164649082618167
229.4,2,1.98856042952319,2.00847808492131,2.92533106924467,1.30775865214192,8.89201735724937,0.164649283961016
229.5,2,1.98851113591776,2.00830113698599,2.92540889848661,1.30775889533748,8.89201735705675,0.164649483981888
229.6,2,1.98846338696339,2.00812788216911,2.925484682708,1.30775913685953,8.89201735686913,0.164649682703296
229.7,2,1.9884171383032,2.00795824339082,2.92555847888603,1.30775937673802,8.89201735668638,0.164649880147402
