time,spir_n,snimac1_n
299.1,0,0.0427745407383009
299.2,0,0.0508986702630473
299.3,0,0.0394915497877936
299.4,0,0.0199464084792066
299.5,0,0.0541122046706196
299.6,0,0.047587896695366
299.7,0,0.0443187970534457
299.8,0,0.0280288640781921
299.9,0,0.0394082019362717
300,0,0.0426495189610181
300.1,0,0.0572840651524311
300.2,0,0.0361113196771775
300.3,0,0.0458630533685905
300.4,0,0.0393387453933369
300.5,0,0.0507180832514165
300.6,0,0.0458213794428296
300.7,0,0.0311590506342426
300.8,0,0.0392831801589889
300.9,0,0.0522901221837353
301,0,0.0522762308751483
301.1,0,0.0424967145665613
301.2,0,0.039227614924641
301.3,0,0.0538621611160541
301.4,0,0.0261789989741337
301.5,0,0.0277927118322134
301.6,0,0.0440548621902931
301.7,0,0.0310201375483728
301.8,0,0.0456546837397858
301.9,0,0.0423855840978655
302,0,0.0456269011226122
302.1,0,0.0407301973140252
302.2,0,0.0276954726721049
302.3,0,0.0374472063635179
302.4,0,0.0406885233882643
302.5,0,0.037419423746344
302.6,0,0.032522719937757
302.7,0,0.0439020577958367
302.8,0,0.032494937320583
302.9,0,0.0357362543453294
303,0,0.0292119463700757
303.1,0,0.0259428467281554
303.2,0,0.0291841637529018
303.3,0,0.0438187099443148
303.4,0,0.0551980478023945
303.5,0,0.0275148856604742
303.6,0,0.0356390151852205
303.7,0,0.0421355405433002
303.8,0,0.0518872742347133
303.9,0,0.0274593204261263
304,0,0.0355834499508726
304.1,0,0.0274315378089523
304.2,0,0.0323004590003653
304.3,0,0.0355417760251117
304.4,0,0.0485487180498581
304.5,0,0.0485348267412711
304.6,0,0.0208516645993508
304.7,0,0.0338586066240971
304.8,0,0.0501207569821768
304.9,0,0.0338308240069232
305,0,0.0305617243650029
305.1,0,0.0419410622230825
305.2,0,0.0256511292478289
305.3,0,0.0305200504392419
305.4,0,0.0158577216306549
305.5,0,0.040257892822068
305.6,0,0.045126814013481
305.7,0,0.0272092768715607
305.8,0,0.0418438230629737
305.9,0,0.0385747234210534
306,0,0.0239123946124664
306.1,0,0.0287813158038794
306.2,0,0.0255122161619591
306.3,0,0.0320087415200388
306.4,0,0.0303672460447852
306.5,0,0.0222153339028649
306.6,0,0.0222014425942779
306.7,0,0.0156771346190242
306.8,0,0.0172908474771039
306.9,0,0.0189045603351836
307,0,0.03191150235993
307.1,0,0.0205043818846763
307.2,0,0.0286285114094227
307.3,0,0.0351250367675024
307.4,0,0.0155798954589154
307.5,0,0.0334696499836618
307.6,0,0.0171797170084081
307.7,0,0.0415798881998211
307.8,0,0.0399383927245675
307.9,0,0.0236484597493138
308,0,0.00573092260739412
308.1,0,0.0203654687988071
308.2,0,0.0187239733235532
308.3,0,0.0154548736816329
308.4,0,0.0203237948730462
308.5,0,0.0414687577311259
308.6,0,0.0284340330892056
308.7,0,0.0186545167806186
308.8,0,0.0202682296386983
308.9,0,0.0202543383301113
309,0,0.0283784678548577
309.1,0,0.021854159879604
309.2,0,0.0137022477376837
309.3,0,0.0299643980957634
